LINE,FID,Easting,Northing,Elevation,DEM,Latitude,Longitude,SFz[0],SFz[1],SFz[2],SFz[3],SFz[4],SFz[5],SFz[6],SFz[7],SFz[8],SFz[9],SFz[10],SFz[11],SFz[12],SFz[13],SFz[14],SFz[15],SFz[16],SFz[17],SFz[18],SFz[19]
1000,1012,500000,4900600,1444.07,34.46,44.2048,-119.4,5.606409e-11,3.533421e-11,2.280182e-11,1.656153e-11,8.458727e-12,4.660631e-12,2.947861e-12,2.431383e-12,-4.123795e-13,1.263435e-12,-2.045775e-13,1.310074e-12,-2.312706e-12,-7.489542e-13,-1.671747e-12,-8.204152e-13,2.499436e-13,-1.784859e-13,-2.531317e-13,-1.591160e-13
1000,1013,500000,4900650,1450.41,33.99,44.2052,-119.4,5.338541e-11,3.613008e-11,2.202861e-11,1.512713e-11,9.681657e-12,5.143122e-12,3.589119e-12,5.218643e-13,2.442511e-12,1.850714e-12,6.395115e-14,5.251916e-13,-2.330476e-12,-1.120051e-12,-2.785654e-13,-1.066288e-12,7.166486e-13,1.998059e-12,-1.176380e-12,-8.373950e-13
1000,1014,500000,4900700,1450.47,36.61,44.2056,-119.4,4.483462e-11,3.325531e-11,2.156467e-11,1.390517e-11,7.766861e-12,4.123885e-12,3.958703e-12,2.228129e-12,4.989045e-13,2.028051e-12,-1.126751e-13,1.929384e-13,3.505020e-13,-5.847988e-13,4.858938e-13,-5.274223e-13,-4.094110e-13,1.363394e-12,-1.040363e-12,-2.412710e-12
1000,1015,500000,4900750,1453.22,37.55,44.206,-119.4,4.739066e-11,2.901123e-11,2.172283e-11,1.410096e-11,7.857057e-12,5.399678e-12,4.527890e-12,1.626746e-12,-6.453919e-13,6.001179e-13,-5.616369e-13,-1.786902e-13,-4.148657e-15,-1.670404e-12,-1.600387e-12,4.876765e-13,-5.205358e-13,-2.564013e-12,7.850916e-13,2.724388e-13
1000,1016,500000,4900800,1448.57,33.68,44.2064,-119.4,5.272792e-11,3.513111e-11,2.272954e-11,1.426559e-11,8.580711e-12,5.491326e-12,4.618182e-12,1.794112e-12,1.468944e-13,5.568072e-13,1.374285e-12,-8.118919e-13,-8.289482e-13,5.961495e-13,-2.065383e-13,6.533969e-13,-1.143143e-14,7.024045e-13,-1.034835e-12,-1.201952e-14
1000,1017,500000,4900850,1449.58,33.78,44.2068,-119.4,5.041086e-11,3.697695e-11,2.145651e-11,1.230066e-11,1.034466e-11,7.093446e-12,2.162554e-12,4.983487e-14,1.201663e-12,1.581166e-12,2.129575e-12,6.864893e-13,-2.947476e-13,-8.583710e-13,2.685700e-14,-2.932676e-13,-1.012838e-12,2.049498e-12,1.785407e-12,1.136119e-12
1000,1018,500000,4900900,1448.16,35.86,44.2072,-119.4,4.967751e-11,3.255803e-11,2.294627e-11,1.456081e-11,1.102493e-11,6.533984e-12,3.371468e-12,2.098288e-12,1.159076e-12,3.995708e-13,-7.703655e-13,2.157514e-14,-6.631477e-13,-1.213219e-12,5.264211e-13,3.974525e-13,-1.784525e-12,-1.219375e-13,9.959289e-13,1.059294e-12
1000,1019,500000,4900950,1452.05,35.04,44.2076,-119.4,4.834999e-11,3.458968e-11,2.172470e-11,1.268722e-11,7.664383e-12,5.823845e-12,3.382200e-12,1.782085e-12,2.324873e-12,-2.051712e-12,7.204671e-13,1.723775e-12,-1.047963e-12,-3.445655e-13,-7.380430e-13,-8.883264e-13,-3.241014e-13,1.428235e-12,1.837624e-12,-3.358719e-13
1000,1020,500000,4901000,1453.81,35.04,44.208,-119.4,5.267882e-11,3.425399e-11,2.204815e-11,1.562885e-11,8.704524e-12,5.345939e-12,2.708365e-12,1.984132e-12,1.388110e-12,-3.998585e-13,1.059695e-12,2.283570e-13,-1.812068e-12,-1.922794e-12,2.967629e-15,-2.149274e-13,-1.013602e-13,-2.722346e-14,2.257886e-13,9.477163e-13
1000,1021,500000,4901050,1447.78,33.83,44.2084,-119.4,4.974539e-11,3.780832e-11,2.396753e-11,1.353698e-11,8.736649e-12,4.344148e-12,2.579824e-12,2.363022e-12,1.675714e-12,1.570611e-15,1.313516e-12,1.329107e-12,1.514381e-12,5.644505e-13,1.378849e-12,-1.875088e-12,-3.156868e-13,-8.662568e-13,1.194611e-13,-5.713761e-13
1000,1022,500000,4901100,1449.67,36.88,44.2088,-119.4,4.726219e-11,2.997780e-11,2.187373e-11,1.045688e-11,7.147282e-12,5.976608e-12,3.876081e-12,8.659873e-13,3.999337e-13,1.989163e-12,-1.728323e-13,2.405870e-12,7.875966e-14,4.444486e-13,1.631998e-12,1.371128e-13,-1.000136e-12,-1.089599e-13,-3.537390e-14,-1.364673e-12
1000,1023,500000,4901150,1449.49,34.26,44.2092,-119.4,5.235953e-11,3.449867e-11,2.371513e-11,1.628422e-11,1.114337e-11,7.089015e-12,3.183487e-12,2.279106e-12,1.932982e-12,7.340458e-13,4.448906e-13,9.918387e-13,2.131772e-14,-6.950449e-13,-3.991952e-13,6.400195e-13,5.209014e-15,3.409694e-13,6.703053e-13,-3.747710e-13
1000,1024,500000,4901200,1451.51,35.38,44.2096,-119.4,4.881979e-11,3.555425e-11,2.159750e-11,1.428065e-11,8.293745e-12,5.403679e-12,4.338777e-12,1.390837e-12,1.911643e-12,1.303982e-12,-6.258456e-13,1.140272e-12,7.785963e-13,1.383065e-13,-7.481674e-13,-8.533148e-13,-5.356209e-13,5.433387e-13,-9.553897e-13,4.375841e-13
1000,1025,500000,4901250,1447.52,34.8,44.21,-119.4,5.036027e-11,3.539312e-11,2.090904e-11,1.557421e-11,1.056502e-11,8.505208e-12,2.798677e-12,3.439359e-12,1.362080e-12,4.937966e-13,7.550741e-13,2.329279e-13,1.881590e-13,-3.725851e-13,-1.383451e-12,-1.537576e-12,6.555279e-13,-2.759574e-13,-5.958545e-13,8.573016e-15
1000,1026,500000,4901300,1451.59,35.18,44.2104,-119.4,4.890390e-11,3.540749e-11,2.474509e-11,1.443164e-11,9.758523e-12,4.812464e-12,3.920098e-12,2.008431e-12,3.896129e-13,3.898977e-13,1.311590e-13,-1.016785e-13,1.847260e-12,-6.354708e-14,-2.281818e-13,-2.091341e-12,-8.919240e-13,-2.623357e-13,-6.856252e-13,1.381777e-12
1000,1027,500000,4901350,1449.67,36.29,44.2108,-119.4,4.815933e-11,3.455818e-11,1.944526e-11,1.283238e-11,8.238535e-12,4.754786e-12,2.855729e-12,4.065286e-13,1.232761e-13,-2.374290e-13,2.785659e-12,1.963805e-12,-3.306412e-13,-3.269014e-13,-1.134059e-12,-1.902020e-12,-1.146831e-13,-9.971226e-13,-8.461053e-14,-1.600136e-12
1000,1028,500000,4901400,1448.48,35.15,44.2112,-119.4,5.197477e-11,3.353993e-11,2.038017e-11,1.449528e-11,9.356177e-12,5.605105e-12,2.708677e-12,1.215592e-12,3.974106e-13,-2.561397e-13,2.613924e-12,4.619169e-13,9.695745e-13,-4.522298e-13,-1.709447e-13,-7.074578e-13,-2.649395e-12,-1.377222e-12,-1.810392e-12,-2.249716e-12
1000,1029,500000,4901450,1447.61,36.32,44.2116,-119.4,4.928191e-11,3.332655e-11,2.390889e-11,1.405197e-11,9.766037e-12,5.655293e-12,2.969224e-12,1.042035e-13,9.549850e-13,-9.382411e-13,1.285605e-12,1.675223e-12,-7.210046e-13,3.376452e-13,-7.101823e-13,-6.226866e-13,7.766757e-13,-3.778368e-14,1.739887e-12,-4.821597e-13
1000,1030,500000,4901500,1452.0,35.1,44.212,-119.4,4.911934e-11,3.450771e-11,2.262479e-11,1.480678e-11,7.599709e-12,5.689178e-12,5.429373e-12,2.830499e-12,1.341741e-12,2.043679e-13,-7.195232e-14,-1.962246e-12,3.353361e-13,8.812747e-13,-1.560763e-12,-6.551651e-13,-1.155254e-12,-9.646121e-13,5.372570e-14,-2.084337e-12
1000,1031,500000,4901550,1451.23,35.75,44.2124,-119.4,1.151320e-10,9.922051e-11,9.327512e-11,8.664246e-11,6.749502e-11,6.238133e-11,4.742406e-11,4.049402e-11,3.121319e-11,2.303977e-11,1.592012e-11,1.180034e-11,5.634545e-12,3.214251e-12,3.737076e-12,1.970446e-13,-6.733261e-13,4.629096e-13,4.478141e-13,-5.248536e-13
1000,1032,500000,4901600,1447.94,37.31,44.2128,-119.4,1.074495e-10,9.791117e-11,9.304218e-11,8.018898e-11,6.705958e-11,6.033902e-11,4.671915e-11,3.720356e-11,3.107702e-11,2.212857e-11,1.500930e-11,9.116416e-12,5.262516e-12,3.915050e-12,2.264506e-12,-2.466790e-12,-1.983252e-13,-1.284203e-13,-1.743444e-12,9.614586e-14
1000,1033,500000,4901650,1452.5,33.91,44.2132,-119.4,1.287093e-10,1.138878e-10,1.024458e-10,9.925712e-11,7.739275e-11,6.970452e-11,5.342144e-11,4.516805e-11,3.590217e-11,2.475913e-11,1.734625e-11,9.491285e-12,5.390068e-12,2.381915e-12,1.489035e-12,1.801130e-12,3.088655e-13,-8.744648e-13,8.334207e-13,9.231586e-13
1000,1034,500000,4901700,1451.31,35.75,44.2136,-119.4,1.150827e-10,1.042083e-10,9.368867e-11,8.088586e-11,7.608554e-11,6.227965e-11,5.293677e-11,3.721863e-11,3.169334e-11,2.368424e-11,1.595075e-11,8.822921e-12,4.137749e-12,3.101443e-12,2.059702e-12,4.408755e-13,-1.149904e-12,-1.322892e-12,-1.418384e-12,-1.765703e-12
1000,1035,500000,4901750,1450.22,36.13,44.214,-119.4,1.133931e-10,9.645153e-11,9.360466e-11,8.241248e-11,7.770234e-11,5.767266e-11,5.062801e-11,4.101236e-11,3.049318e-11,2.203764e-11,1.649773e-11,9.774525e-12,5.072990e-12,2.951802e-12,-1.009649e-12,3.358314e-13,2.125865e-12,1.681719e-13,7.656415e-14,5.500779e-13
1000,1036,500000,4901800,1451.79,33.0,44.2144,-119.4,1.287509e-10,1.217825e-10,1.080912e-10,9.906329e-11,8.187847e-11,6.761526e-11,5.476434e-11,4.221957e-11,3.413387e-11,2.434939e-11,1.767212e-11,1.019867e-11,3.939839e-12,1.843332e-12,1.599809e-12,8.135103e-13,-1.433934e-12,-6.875356e-13,-5.724861e-13,-3.635617e-13
1000,1037,500000,4901850,1447.25,34.37,44.2148,-119.4,1.215381e-10,1.173726e-10,1.027466e-10,9.071326e-11,7.875500e-11,6.620683e-11,5.327541e-11,4.059622e-11,3.146645e-11,2.144791e-11,1.297044e-11,1.074794e-11,4.489172e-12,2.014015e-12,-2.886261e-13,-1.009159e-12,-4.332427e-14,-6.935023e-13,3.864826e-13,4.544292e-13
1000,1038,500000,4901900,1450.64,35.24,44.2152,-119.4,1.252742e-10,1.050502e-10,9.903300e-11,9.048036e-11,7.938031e-11,6.233098e-11,5.204732e-11,4.432998e-11,2.974958e-11,2.465204e-11,1.578495e-11,1.053178e-11,4.090838e-12,1.705410e-12,1.228444e-12,3.834805e-13,4.086615e-13,1.120962e-12,-1.755587e-12,9.756731e-13
1000,1039,500000,4901950,1450.02,34.8,44.2156,-119.4,1.187463e-10,1.120662e-10,9.313940e-11,9.262507e-11,7.484141e-11,6.437755e-11,5.322263e-11,4.361321e-11,3.216367e-11,2.203749e-11,1.536093e-11,8.431152e-12,5.531374e-12,2.994425e-12,8.552622e-13,-1.232409e-12,1.118726e-12,3.986067e-13,-7.169354e-13,-2.786311e-13
1000,1040,500000,4902000,1447.0,33.97,44.216,-119.4,1.248779e-10,1.179465e-10,1.027056e-10,9.615441e-11,7.816349e-11,6.797923e-11,5.571911e-11,4.439405e-11,3.184969e-11,2.041893e-11,1.602669e-11,9.585905e-12,4.188306e-12,2.770727e-12,5.045078e-13,-9.410500e-14,7.292181e-13,-1.301964e-12,1.055933e-12,-1.395747e-12
1000,1041,500000,4902050,1448.67,36.92,44.2164,-119.4,1.140269e-10,1.001795e-10,8.787481e-11,7.996347e-11,6.996874e-11,6.045817e-11,4.803400e-11,3.831606e-11,2.896911e-11,2.022778e-11,1.565352e-11,1.004798e-11,6.578021e-12,4.731566e-12,-3.840429e-17,4.631684e-13,-1.051542e-12,-7.406133e-13,-6.211753e-13,-1.055287e-12
1000,1042,500000,4902100,1447.9,34.86,44.2168,-119.4,1.178069e-10,1.121463e-10,9.758896e-11,9.717243e-11,7.406160e-11,6.482691e-11,5.119155e-11,4.382295e-11,3.116306e-11,2.302664e-11,1.468469e-11,9.548966e-12,4.557600e-12,2.239220e-12,1.075505e-12,8.446352e-13,-1.852535e-13,-3.747552e-13,1.014115e-13,-1.918884e-12
1000,1043,500000,4902150,1450.95,35.0,44.2172,-119.4,1.197770e-10,1.133461e-10,9.447871e-11,8.310330e-11,7.592974e-11,6.482283e-11,5.361305e-11,4.132660e-11,3.268584e-11,2.345978e-11,1.730441e-11,8.636133e-12,4.366257e-12,2.635011e-12,2.005947e-12,-1.089082e-12,-1.185239e-12,-2.001075e-12,4.179352e-14,-1.116254e-12
1000,1044,500000,4902200,1449.23,35.66,44.2176,-119.4,1.149865e-10,1.068496e-10,9.482116e-11,8.600393e-11,7.408330e-11,5.942364e-11,5.178472e-11,4.382486e-11,3.286267e-11,1.999618e-11,1.631834e-11,1.056013e-11,4.972739e-12,2.711686e-12,-9.227400e-13,6.657728e-13,-9.367727e-13,2.361032e-13,-1.552467e-12,5.448263e-13
1000,1045,500000,4902250,1452.05,34.22,44.218,-119.4,1.217662e-10,1.045017e-10,1.038304e-10,8.696879e-11,7.489294e-11,6.857902e-11,5.343321e-11,4.023733e-11,3.109178e-11,2.545445e-11,1.432677e-11,1.089763e-11,5.424946e-12,1.319442e-12,5.182466e-13,-6.109824e-13,9.938393e-13,7.690428e-13,-1.710460e-12,-4.015952e-13
1000,1046,500000,4902300,1448.27,36.29,44.2184,-119.4,1.085780e-10,1.075716e-10,9.442822e-11,7.906380e-11,7.041477e-11,5.894739e-11,4.835885e-11,3.931634e-11,2.904393e-11,2.046131e-11,1.412979e-11,9.287059e-12,5.264492e-12,2.348113e-12,6.078557e-13,1.214503e-12,-1.087643e-13,-2.708541e-13,1.130248e-13,1.698498e-12
1000,1047,500000,4902350,1447.32,35.77,44.2188,-119.4,1.095037e-10,1.067535e-10,9.984551e-11,8.854583e-11,7.369216e-11,6.057554e-11,5.159301e-11,4.053400e-11,2.882887e-11,2.342408e-11,1.524602e-11,8.094039e-12,6.260698e-12,3.050366e-12,-1.777633e-13,2.180355e-12,7.871480e-13,2.655200e-14,1.599071e-12,1.612741e-13
1000,1048,500000,4902400,1449.94,34.34,44.2192,-119.4,1.260430e-10,1.162063e-10,1.039367e-10,8.968738e-11,8.106397e-11,6.546201e-11,5.071703e-11,4.004218e-11,3.382952e-11,2.224809e-11,1.611438e-11,8.519016e-12,6.346061e-12,1.334572e-12,2.279325e-12,3.256592e-12,4.962065e-13,6.200223e-13,-4.840786e-13,-1.808189e-12
1000,1049,500000,4902450,1448.79,33.91,44.2196,-119.4,1.223075e-10,1.229882e-10,1.046864e-10,9.412622e-11,8.054544e-11,6.793447e-11,5.664998e-11,4.307487e-11,3.297215e-11,2.422178e-11,1.612705e-11,1.009353e-11,5.225763e-12,3.414988e-12,1.201737e-12,1.174958e-12,1.000501e-12,-7.682443e-13,-1.799796e-12,1.545408e-12
1000,1050,500000,4902500,1450.51,33.29,44.22,-119.4,5.098499e-11,3.684549e-11,2.338208e-11,1.512642e-11,1.205785e-11,5.051311e-12,3.779021e-12,3.091650e-12,1.250676e-12,2.972661e-12,-3.869662e-14,4.919322e-13,-7.177374e-13,-3.157598e-13,2.641922e-13,8.523196e-13,3.213061e-13,1.259879e-12,-9.472491e-14,-3.320985e-13
1000,1051,500000,4902550,1455.41,35.39,44.2204,-119.4,4.900187e-11,3.442674e-11,2.461306e-11,1.321490e-11,8.269255e-12,4.980998e-12,2.490204e-12,9.302827e-13,7.892198e-13,-6.213085e-13,6.628595e-13,2.194852e-13,5.608753e-13,5.425814e-13,6.184257e-13,-3.675855e-13,2.123294e-12,2.351535e-13,-1.862240e-12,-1.002305e-12
1000,1052,500000,4902600,1446.52,35.02,44.2208,-119.4,4.946213e-11,3.422204e-11,2.463002e-11,1.444420e-11,1.016219e-11,6.432517e-12,4.555464e-12,3.753854e-12,2.608227e-13,5.966335e-13,3.360242e-13,6.719671e-14,-5.705576e-13,-1.450653e-12,1.075686e-13,-7.624234e-13,8.818639e-14,-7.932859e-13,-1.099415e-12,2.343674e-13
1000,1053,500000,4902650,1450.3,35.58,44.2212,-119.4,5.231835e-11,3.514298e-11,2.161535e-11,1.390436e-11,9.399774e-12,3.441792e-12,4.280114e-12,7.166160e-13,1.445866e-12,8.591898e-13,1.400966e-12,7.140415e-13,-2.295399e-12,-7.499526e-13,1.526743e-13,-1.888590e-13,4.798264e-13,7.900958e-13,6.086760e-13,-2.142069e-13
1000,1054,500000,4902700,1446.31,34.54,44.2216,-119.4,5.199479e-11,3.475408e-11,2.456542e-11,1.476691e-11,1.045401e-11,6.060401e-12,5.828996e-12,1.346448e-12,6.007774e-13,2.765602e-13,-1.504562e-13,-7.242710e-13,-2.680627e-12,-3.985423e-13,3.847288e-13,-4.871834e-13,1.937617e-12,1.417169e-14,1.291272e-12,2.614869e-13
1000,1055,500000,4902750,1451.65,35.28,44.222,-119.4,5.192121e-11,3.400336e-11,2.233224e-11,1.479094e-11,1.181187e-11,6.486655e-12,4.625867e-12,2.794878e-12,2.611828e-12,4.487910e-13,-1.717767e-12,-2.361655e-14,8.851777e-13,-9.335107e-13,-1.622552e-13,-6.855488e-13,1.504226e-12,7.502229e-13,6.517698e-13,6.216677e-13
1000,1056,500000,4902800,1449.93,35.2,44.2224,-119.4,4.765694e-11,2.940060e-11,2.314935e-11,1.401930e-11,9.513718e-12,5.769649e-12,3.240366e-12,2.700432e-12,-4.253602e-13,1.079859e-13,1.034874e-12,-4.417501e-13,-1.527012e-12,7.038906e-13,1.137817e-12,-3.889402e-14,-1.958732e-12,7.067082e-13,-1.659653e-12,3.088723e-13
1000,1057,500000,4902850,1448.23,33.84,44.2228,-119.4,5.064030e-11,3.461386e-11,2.348744e-11,1.294617e-11,7.383371e-12,5.599654e-12,4.995687e-12,1.521872e-12,1.205502e-12,1.726014e-12,2.438946e-12,-4.122560e-13,5.718672e-14,1.857445e-12,-1.507409e-12,1.033851e-12,-1.016234e-12,1.031863e-13,-2.423749e-13,-9.579389e-13
1000,1058,500000,4902900,1448.03,35.28,44.2232,-119.4,4.926243e-11,3.193109e-11,2.127695e-11,1.348250e-11,8.702794e-12,4.519322e-12,2.731329e-12,1.346443e-12,6.651674e-13,1.929677e-12,9.953120e-13,1.850934e-13,-3.831984e-13,-3.979291e-13,3.431092e-13,5.899794e-13,-9.054592e-13,3.722636e-14,-2.031377e-12,2.117822e-13
1000,1059,500000,4902950,1451.52,34.72,44.2236,-119.4,5.389565e-11,3.389033e-11,2.397514e-11,1.519758e-11,1.041098e-11,6.535199e-12,4.910176e-12,2.388998e-12,2.076294e-12,3.114051e-13,-2.662786e-13,1.868774e-12,2.973636e-13,8.398898e-13,1.393867e-13,-5.801502e-13,1.316361e-14,1.436690e-12,5.554720e-13,-1.711401e-12
1000,1060,500000,4903000,1449.57,36.78,44.224,-119.4,4.669139e-11,3.162157e-11,2.287985e-11,1.390391e-11,8.554218e-12,7.419505e-12,1.659736e-12,2.403320e-12,-5.382971e-13,5.100147e-13,-1.087146e-13,-1.920839e-12,4.671309e-13,-3.434186e-13,-2.084563e-12,8.452095e-13,1.437223e-12,1.490879e-12,3.591947e-13,4.612848e-14
1000,1061,500000,4903050,1452.66,36.68,44.2244,-119.4,4.953927e-11,3.275589e-11,2.195940e-11,1.572789e-11,8.726653e-12,6.169075e-12,2.683383e-12,4.132948e-12,1.622464e-12,1.325173e-12,-1.286131e-12,-6.572599e-13,1.314506e-12,3.213850e-13,-1.898169e-12,1.044466e-12,-5.416706e-13,1.412080e-12,-8.760140e-14,2.047769e-13
1000,1062,500000,4903100,1452.36,34.1,44.2248,-119.4,5.138987e-11,3.640141e-11,2.291001e-11,1.427648e-11,8.943747e-12,4.840778e-12,3.286537e-12,1.974755e-12,2.208074e-12,1.816297e-12,-7.659130e-16,-4.324702e-14,7.420263e-13,-5.474813e-13,6.035129e-13,-8.204809e-14,-9.671052e-13,-9.560863e-13,1.447291e-12,-1.563520e-13
1000,1063,500000,4903150,1453.28,34.49,44.2252,-119.4,5.133706e-11,3.658794e-11,2.289223e-11,1.538434e-11,9.146640e-12,5.997169e-12,3.144599e-12,2.314784e-12,2.701494e-12,1.110550e-12,-1.447558e-12,6.219148e-13,1.309877e-12,-1.864901e-13,1.010639e-12,-6.843982e-13,-1.483377e-12,1.419167e-13,-1.756244e-12,-2.397018e-13
1000,1064,500000,4903200,1452.57,33.09,44.2256,-119.4,5.117774e-11,3.573715e-11,2.360409e-11,1.392271e-11,9.744731e-12,6.006301e-12,3.614135e-12,2.185579e-12,2.194293e-12,-4.757360e-13,5.149698e-13,1.451401e-12,-1.652632e-12,2.170068e-13,-5.700411e-13,-3.647421e-13,-9.025828e-13,-1.688675e-13,1.841494e-12,-1.264361e-12
1000,1065,500000,4903250,1447.66,33.7,44.226,-119.4,5.333301e-11,3.516195e-11,2.443985e-11,1.366033e-11,9.759498e-12,6.012263e-12,4.423847e-12,2.957205e-12,4.115738e-13,-9.813330e-13,-2.123230e-13,1.046716e-12,-4.598302e-13,-6.568079e-13,-1.805666e-12,1.758552e-12,8.278973e-13,7.706591e-13,9.679644e-13,5.767774e-13
1000,1066,500000,4903300,1449.51,34.84,44.2264,-119.4,5.087729e-11,3.785753e-11,2.370239e-11,1.423630e-11,9.906536e-12,4.812399e-12,3.265925e-12,2.908257e-12,2.014675e-12,-3.440614e-13,-5.247953e-13,2.745644e-13,1.805454e-12,-1.879813e-12,2.932162e-13,-1.370156e-12,-6.320457e-13,-3.636864e-13,-4.202781e-13,-5.337273e-13
1000,1067,500000,4903350,1450.01,34.46,44.2268,-119.4,4.923281e-11,3.579304e-11,2.464270e-11,1.523997e-11,8.658238e-12,6.798919e-12,4.035388e-12,2.654605e-12,4.623740e-13,-4.278658e-13,-2.219911e-13,-4.455723e-13,8.616496e-13,1.014526e-12,-1.403845e-13,1.437068e-12,1.370723e-12,2.441216e-13,-8.216524e-13,1.575446e-12
1000,1068,500000,4903400,1449.88,35.13,44.2272,-119.4,4.860109e-11,3.365453e-11,2.190785e-11,1.577807e-11,9.692952e-12,7.256080e-12,3.248908e-12,2.200309e-12,1.649036e-12,7.865577e-13,-7.027130e-14,-1.645040e-13,-7.427604e-13,4.566564e-13,-7.937393e-14,-6.575507e-13,-6.600508e-13,-1.209705e-12,9.790676e-13,7.868623e-14
