LINE,FID,Easting,Northing,Elevation,DEM,Latitude,Longitude,SFz[0],SFz_std[0],SFz[1],SFz_std[1],SFz[2],SFz_std[2],SFz[3],SFz_std[3],SFz[4],SFz_std[4],SFz[5],SFz_std[5],SFz[6],SFz_std[6],SFz[7],SFz_std[7],SFz[8],SFz_std[8],SFz[9],SFz_std[9],SFz[10],SFz_std[10],SFz[11],SFz_std[11],SFz[12],SFz_std[12],SFz[13],SFz_std[13],SFz[14],SFz_std[14],SFz[15],SFz_std[15],SFz[16],SFz_std[16],SFz[17],SFz_std[17],SFz[18],SFz_std[18],SFz[19],SFz_std[19]
1000,50,500000.0,4900149.7,1428.11,33.09,44.2545853,-117.0,1.275350e-06,2.860162e-08,6.390908e-07,2.218925e-08,3.178550e-07,1.045246e-08,1.571814e-07,4.270050e-09,7.626623e-08,1.669614e-09,3.728463e-08,1.076351e-09,1.847054e-08,6.665231e-10,9.197293e-09,3.001871e-10,4.479376e-09,1.671646e-10,2.220823e-09,7.238435e-11,1.099545e-09,3.896150e-11,5.405845e-10,1.413451e-11,2.671778e-10,7.700644e-12,1.318948e-10,5.242821e-12,6.496675e-11,2.366324e-12,3.172752e-11,1.449809e-12,1.580119e-11,9.982121e-13,8.088324e-12,1.239084e-12,3.588881e-12,9.338637e-13,2.187384e-12,9.164514e-13
1000,55,500000.0,4900164.7,1428.02,32.97,44.2547203,-117.0,1.310551e-06,2.436813e-08,6.441798e-07,1.142596e-08,3.147376e-07,7.386219e-09,1.574182e-07,4.676612e-09,7.679144e-08,3.190119e-09,3.746407e-08,1.246394e-09,1.854925e-08,5.263455e-10,9.280869e-09,2.767497e-10,4.574538e-09,1.541648e-10,2.215253e-09,5.837519e-11,1.108229e-09,2.724485e-11,5.443293e-10,1.347688e-11,2.678186e-10,8.568808e-12,1.332021e-10,4.372128e-12,6.612999e-11,1.817409e-12,3.231744e-11,1.269637e-12,1.573494e-11,1.040722e-12,7.954743e-12,7.783584e-13,3.679199e-12,8.586145e-13,1.960890e-12,1.055945e-12
1000,60,500000.0,4900179.7,1427.93,32.86,44.2548554,-117.0,1.328874e-06,4.859853e-06,6.617705e-07,2.451877e-06,3.194862e-07,1.189733e-06,1.595703e-07,6.091058e-07,7.725663e-08,3.213378e-07,3.822043e-08,1.478390e-07,1.891160e-08,7.152668e-08,9.389440e-09,3.478945e-08,4.661885e-09,1.675326e-08,2.282221e-09,8.823866e-09,1.130283e-09,4.340542e-09,5.456523e-10,2.076446e-09,2.721682e-10,1.071220e-09,1.341475e-10,5.126361e-10,6.609976e-11,2.589644e-10,3.276896e-11,1.229226e-10,1.646355e-11,6.148248e-11,8.006803e-12,2.749265e-11,3.902406e-12,1.343174e-11,1.686901e-12,1.352131e-12
1000,65,500000.0,4900194.7,1427.85,32.76,44.2549904,-117.0,1.878088e-05,6.605036e-07,7.206912e-06,2.180922e-07,2.667340e-06,8.799836e-08,9.997930e-07,3.342544e-08,3.710339e-07,1.163764e-08,1.388784e-07,4.046366e-09,5.193324e-08,1.407949e-09,1.949422e-08,6.447162e-10,7.357320e-09,2.772156e-10,2.710032e-09,9.212021e-11,1.017097e-09,2.938951e-11,3.823033e-10,1.610177e-11,1.431706e-10,4.258384e-12,5.392135e-11,1.938852e-12,1.999104e-11,1.380476e-12,7.451246e-12,9.794114e-13,2.913065e-12,7.049217e-13,1.089013e-12,9.379021e-13,6.806851e-13,8.823886e-13,5.515954e-13,8.738511e-13
1000,70,500000.0,4900209.7,1427.79,32.67,44.2551255,-117.0,1.903633e-05,6.483699e-07,7.202697e-06,1.924664e-07,2.653262e-06,6.930472e-08,1.014430e-06,2.480566e-08,3.757265e-07,9.440731e-09,1.397750e-07,4.411246e-09,5.205952e-08,1.678622e-09,1.986923e-08,5.812305e-10,7.370153e-09,1.584500e-10,2.742876e-09,8.330900e-11,1.026494e-09,2.821213e-11,3.935341e-10,1.242132e-11,1.443671e-10,4.781803e-12,5.442790e-11,1.975335e-12,2.059941e-11,1.063518e-12,7.508130e-12,9.728287e-13,2.982314e-12,1.199334e-12,9.007739e-13,9.544457e-13,2.441998e-13,8.974881e-13,-7.253825e-14,1.208944e-12
1000,75,500000.0,4900224.7,1427.73,32.57,44.2552605,-117.0,1.925044e-05,6.183885e-07,7.239931e-06,2.398992e-07,2.699498e-06,6.367226e-08,1.021821e-06,3.031344e-08,3.793312e-07,1.219484e-08,1.422928e-07,3.994170e-09,5.349115e-08,1.459065e-09,2.004182e-08,6.564425e-10,7.492364e-09,2.623225e-10,2.802796e-09,6.452547e-11,1.046218e-09,2.678528e-11,3.907777e-10,1.162545e-11,1.453617e-10,4.256477e-12,5.424816e-11,2.166722e-12,2.040442e-11,1.294907e-12,7.697015e-12,9.374208e-13,2.585057e-12,9.108265e-13,1.382663e-12,1.142699e-12,1.960390e-13,9.469767e-13,2.277289e-13,9.148189e-13
1000,80,500000.0,4900239.7,1427.69,32.49,44.2553956,-117.0,1.945786e-05,7.196929e-05,7.288893e-06,2.931935e-05,2.740483e-06,1.030910e-05,1.028459e-06,3.847110e-06,3.881958e-07,1.449465e-06,1.423189e-07,5.323105e-07,5.322185e-08,2.094386e-07,2.011390e-08,7.835502e-08,7.549897e-09,2.949212e-08,2.806451e-09,1.073771e-08,1.061469e-09,3.931384e-09,3.964335e-10,1.496801e-09,1.498617e-10,5.521077e-10,5.579841e-11,2.199862e-10,2.090198e-11,9.064155e-11,7.833620e-12,2.881562e-11,3.124001e-12,1.315225e-11,1.589978e-12,7.162864e-12,4.877936e-13,1.604195e-12,3.011176e-13,1.928485e-12
1000,85,500000.0,4900254.7,1427.65,32.41,44.2555306,-117.0,1.971538e-05,5.556028e-07,7.357067e-06,2.197579e-07,2.757895e-06,9.164758e-08,1.035520e-06,3.463813e-08,3.888140e-07,1.187846e-08,1.418506e-07,4.426554e-09,5.387867e-08,1.441246e-09,2.039830e-08,4.754942e-10,7.659265e-09,1.954009e-10,2.829586e-09,7.113449e-11,1.061372e-09,3.488642e-11,3.947380e-10,1.230626e-11,1.482477e-10,4.870026e-12,5.577874e-11,1.975313e-12,2.067839e-11,1.217692e-12,7.953737e-12,9.670558e-13,2.998238e-12,9.297669e-13,1.095500e-12,1.124934e-12,5.442066e-14,1.055951e-12,3.139561e-14,1.147516e-12
1000,90,500000.0,4900269.7,1427.63,32.34,44.2556657,-117.0,1.973357e-05,5.532994e-07,7.346713e-06,1.699231e-07,2.778122e-06,1.059173e-07,1.032194e-06,3.493338e-08,3.892903e-07,1.176036e-08,1.442665e-07,5.406951e-09,5.421938e-08,1.871646e-09,2.037506e-08,6.338359e-10,7.610581e-09,2.545102e-10,2.835473e-09,7.917152e-11,1.071417e-09,3.831518e-11,4.013046e-10,1.129194e-11,1.494136e-10,3.949543e-12,5.590797e-11,2.048894e-12,2.087697e-11,1.702843e-12,8.178204e-12,1.054030e-12,2.729423e-12,8.828150e-13,1.120460e-12,6.696015e-13,1.031583e-13,8.547217e-13,4.309228e-13,7.993068e-13
1000,95,500000.56,4900283.65,1427.61,32.27,44.2557913,-116.999993,1.966945e-05,7.409895e-05,7.508602e-06,2.733962e-05,2.801083e-06,1.010525e-05,1.043738e-06,3.880112e-06,3.881042e-07,1.419484e-06,1.458210e-07,5.773690e-07,5.488557e-08,1.964556e-07,2.058242e-08,7.810850e-08,7.708678e-09,2.949202e-08,2.870262e-09,1.101594e-08,1.076511e-09,4.130631e-09,4.029253e-10,1.572360e-09,1.516712e-10,5.700618e-10,5.703414e-11,2.118575e-10,2.156191e-11,8.272825e-11,8.229512e-12,3.256716e-11,3.065638e-12,8.660761e-12,1.201244e-12,1.020048e-12,-1.393966e-14,5.353618e-12,5.871233e-13,2.671955e-12
1010,220,500199.36,4900284.1,1427.61,32.27,44.2557953,-116.9975027,1.981955e-05,4.840326e-07,7.397192e-06,2.562252e-07,2.796200e-06,6.878768e-08,1.046093e-06,3.377562e-08,3.880994e-07,9.155290e-09,1.440616e-07,3.355478e-09,5.432646e-08,1.589110e-09,2.029417e-08,7.096797e-10,7.692659e-09,2.479712e-10,2.881354e-09,9.450138e-11,1.074570e-09,3.777098e-11,4.026665e-10,1.434929e-11,1.507419e-10,4.480625e-12,5.564356e-11,1.827127e-12,2.104174e-11,9.953879e-13,7.561407e-12,8.506222e-13,2.229402e-12,1.017340e-12,1.178653e-12,7.208777e-13,4.506771e-13,7.324278e-13,4.694183e-13,9.373265e-13
1010,225,500200.0,4900270.3,1427.63,32.33,44.255671,-116.9974946,1.944180e-05,5.834977e-07,7.496069e-06,2.234829e-07,2.735220e-06,7.018450e-08,1.043848e-06,2.605224e-08,3.856425e-07,1.095555e-08,1.447031e-07,4.378228e-09,5.393183e-08,1.607496e-09,2.010446e-08,5.333325e-10,7.584780e-09,2.535167e-10,2.855075e-09,1.103011e-10,1.074554e-09,2.806155e-11,3.977532e-10,1.276011e-11,1.475916e-10,4.261166e-12,5.586512e-11,1.952063e-12,2.111863e-11,1.275999e-12,7.718092e-12,9.053699e-13,3.140052e-12,1.024110e-12,1.412481e-12,9.028299e-13,3.898767e-13,1.105177e-12,-2.249177e-13,1.008663e-12
1010,230,500200.0,4900255.3,1427.65,32.41,44.255536,-116.9974947,1.945897e-05,6.516774e-07,7.377229e-06,1.997757e-07,2.730400e-06,6.595785e-08,1.033377e-06,2.846558e-08,3.859493e-07,1.123511e-08,1.440845e-07,4.643096e-09,5.392681e-08,1.234914e-09,2.014861e-08,7.469618e-10,7.608857e-09,1.596879e-10,2.842028e-09,7.304521e-11,1.064198e-09,3.759722e-11,3.968529e-10,9.526059e-12,1.485920e-10,4.476942e-12,5.591036e-11,2.034588e-12,2.100508e-11,9.499689e-13,7.778449e-12,1.026620e-12,2.681903e-12,9.808521e-13,9.520517e-13,1.086862e-12,5.359707e-13,6.875121e-13,4.996336e-14,9.440920e-13
1010,235,500200.0,4900240.3,1427.68,32.49,44.2554009,-116.9974947,1.942097e-05,4.731752e-07,7.229245e-06,1.605799e-07,2.710253e-06,9.219096e-08,1.029956e-06,2.751691e-08,3.778245e-07,1.148090e-08,1.418041e-07,4.441697e-09,5.342280e-08,1.623119e-09,2.018118e-08,5.277099e-10,7.463135e-09,1.830632e-10,2.798795e-09,7.530885e-11,1.048333e-09,2.426529e-11,3.982269e-10,8.499018e-12,1.477202e-10,5.105443e-12,5.600922e-11,2.131168e-12,2.109020e-11,1.000063e-12,8.070876e-12,9.612240e-13,3.171959e-12,9.968991e-13,7.038679e-13,9.693704e-13,4.470339e-13,1.160307e-12,1.321385e-13,1.121557e-12
1010,240,500200.0,4900225.3,1427.73,32.57,44.2552659,-116.9974947,1.906444e-05,3.708779e-07,7.291315e-06,1.869387e-07,2.705977e-06,7.630577e-08,1.024327e-06,2.954735e-08,3.762350e-07,1.086050e-08,1.396290e-07,3.239403e-09,5.236497e-08,1.568323e-09,2.003731e-08,4.208658e-10,7.469866e-09,2.203658e-10,2.797419e-09,9.865224e-11,1.044000e-09,3.173509e-11,3.889305e-10,1.064097e-11,1.464301e-10,4.525657e-12,5.457428e-11,2.131970e-12,2.070185e-11,1.117256e-12,7.808465e-12,9.773082e-13,2.718048e-12,1.115617e-12,1.067939e-12,8.460968e-13,7.372692e-13,9.564632e-13,5.369089e-13,9.880468e-13
1010,245,500200.0,4900210.3,1427.78,32.66,44.2551308,-116.9974947,1.890671e-05,3.995233e-07,7.089014e-06,2.288740e-07,2.700441e-06,8.868415e-08,1.016621e-06,3.095341e-08,3.731625e-07,1.408979e-08,1.400727e-07,3.307012e-09,5.202556e-08,1.692698e-09,1.962697e-08,5.118737e-10,7.345754e-09,2.674143e-10,2.795559e-09,7.555587e-11,1.030988e-09,3.740903e-11,3.882435e-10,9.100925e-12,1.459226e-10,3.721925e-12,5.437091e-11,1.928368e-12,2.030512e-11,9.138493e-13,7.311877e-12,1.090068e-12,2.857511e-12,1.117952e-12,1.623133e-12,1.130094e-12,6.441952e-13,1.053388e-12,2.519147e-13,1.141780e-12
1010,250,500200.0,4900195.3,1427.85,32.76,44.2549958,-116.9974947,1.332949e-06,3.555668e-08,6.635066e-07,2.367366e-08,3.227927e-07,7.709717e-09,1.613784e-07,5.665289e-09,7.948537e-08,2.200425e-09,3.844998e-08,1.013565e-09,1.911800e-08,5.980852e-10,9.416484e-09,2.760566e-10,4.677862e-09,8.300194e-11,2.318508e-09,6.762047e-11,1.130805e-09,4.133051e-11,5.509363e-10,1.961731e-11,2.732964e-10,9.455105e-12,1.378564e-10,4.632248e-12,6.693103e-11,1.852793e-12,3.287435e-11,1.329672e-12,1.650792e-11,1.027416e-12,8.003826e-12,1.141320e-12,3.531229e-12,1.101550e-12,2.084075e-12,1.027155e-12
1010,255,500200.0,4900180.3,1427.93,32.86,44.2548608,-116.9974947,1.308490e-06,4.111411e-08,6.479284e-07,2.125406e-08,3.191061e-07,9.512822e-09,1.577335e-07,4.939778e-09,7.759984e-08,2.271741e-09,3.797127e-08,1.001152e-09,1.890400e-08,6.090728e-10,9.326217e-09,2.762692e-10,4.596279e-09,1.556200e-10,2.270926e-09,6.405195e-11,1.117346e-09,3.691837e-11,5.487491e-10,1.531871e-11,2.711444e-10,9.282058e-12,1.327199e-10,3.843324e-12,6.558694e-11,1.938496e-12,3.273176e-11,1.352801e-12,1.594519e-11,9.724839e-13,8.184426e-12,1.099253e-12,4.295173e-12,7.817781e-13,1.852241e-12,8.840792e-13
1010,260,500200.0,4900165.3,1428.01,32.97,44.2547257,-116.9974947,1.292128e-06,4.336445e-08,6.452032e-07,1.790207e-08,3.189401e-07,1.229900e-08,1.571588e-07,4.170197e-09,7.749075e-08,1.997551e-09,3.777848e-08,9.874508e-10,1.878383e-08,6.885402e-10,9.318422e-09,2.441043e-10,4.558501e-09,1.282953e-10,2.272968e-09,6.083229e-11,1.104925e-09,3.399379e-11,5.392713e-10,1.604018e-11,2.721427e-10,1.041323e-11,1.319527e-10,2.978045e-12,6.564677e-11,2.043646e-12,3.210520e-11,1.204552e-12,1.618456e-11,1.142621e-12,7.932821e-12,8.836655e-13,3.728080e-12,9.220618e-13,1.927621e-12,9.279414e-13
1010,265,500200.0,4900150.3,1428.11,33.08,44.2545907,-116.9974947,1.311828e-06,4.373961e-08,6.396077e-07,1.897726e-08,3.156614e-07,1.007678e-08,1.561594e-07,4.472431e-09,7.660467e-08,2.837827e-09,3.721337e-08,1.079480e-09,1.852866e-08,5.398882e-10,9.127055e-09,3.065703e-10,4.538987e-09,1.050507e-10,2.249855e-09,7.337370e-11,1.096193e-09,2.576309e-11,5.443465e-10,1.672339e-11,2.660711e-10,8.671087e-12,1.315804e-10,4.014750e-12,6.446524e-11,1.885179e-12,3.182382e-11,1.030634e-12,1.559849e-11,1.060667e-12,8.024914e-12,1.001874e-12,3.448042e-12,9.541529e-13,2.076721e-12,1.124760e-12
1010,270,500200.0,4900135.3,1428.21,33.2,44.2544556,-116.9974947,1.278057e-06,4.892223e-06,6.324599e-07,2.366840e-06,3.128275e-07,1.223387e-06,1.546339e-07,5.934639e-07,7.583635e-08,2.748041e-07,3.688514e-08,1.265324e-07,1.837289e-08,6.665769e-08,9.013638e-09,3.511655e-08,4.448272e-09,1.746710e-08,2.215258e-09,7.928609e-09,1.094054e-09,4.202540e-09,5.334329e-10,2.073462e-09,2.636841e-10,1.052627e-09,1.303539e-10,5.055420e-10,6.455858e-11,2.485083e-10,3.180252e-11,1.237707e-10,1.566177e-11,5.353232e-11,7.947043e-12,3.519044e-11,3.800767e-12,2.101677e-11,1.764277e-12,1.105899e-11
1010,275,500200.0,4900120.3,1428.33,33.32,44.2543206,-116.9974947,1.247773e-06,4.935984e-08,6.249804e-07,2.097386e-08,3.091861e-07,9.381639e-09,1.520480e-07,4.917678e-09,7.434975e-08,1.904833e-09,3.725773e-08,7.652730e-10,1.802360e-08,4.747960e-10,8.984041e-09,3.184697e-10,4.467601e-09,1.557532e-10,2.189437e-09,6.322980e-11,1.065648e-09,2.568216e-11,5.329844e-10,1.373236e-11,2.595711e-10,9.441017e-12,1.287071e-10,4.357524e-12,6.418792e-11,2.638188e-12,3.138055e-11,1.186031e-12,1.574195e-11,1.050491e-12,7.441868e-12,9.433663e-13,3.595210e-12,1.099031e-12,2.105675e-12,9.711856e-13
1010,280,500200.0,4900105.3,1428.45,33.45,44.2541855,-116.9974947,1.240265e-06,4.783889e-06,6.238745e-07,2.393792e-06,3.089810e-07,1.155673e-06,1.513766e-07,5.485719e-07,7.407138e-08,2.843690e-07,3.620081e-08,1.383641e-07,1.794120e-08,6.487407e-08,8.832829e-09,3.338929e-08,4.348828e-09,1.680403e-08,2.142601e-09,8.617512e-09,1.070747e-09,3.891287e-09,5.273589e-10,2.035479e-09,2.582746e-10,9.489562e-10,1.279432e-10,4.614046e-10,6.336840e-11,2.240356e-10,3.113665e-11,1.204311e-10,1.542348e-11,5.622159e-11,7.409779e-12,2.834638e-11,3.622316e-12,3.757107e-12,1.907524e-12,3.580959e-12
1010,285,500200.0,4900090.3,1428.58,33.58,44.2540505,-116.9974947,1.758130e-05,3.999273e-07,6.593067e-06,2.057966e-07,2.470606e-06,8.491314e-08,9.214708e-07,2.513388e-08,3.436121e-07,1.075734e-08,1.289908e-07,3.828704e-09,4.831056e-08,1.406288e-09,1.807472e-08,5.633228e-10,6.830061e-09,1.901038e-10,2.581611e-09,7.314911e-11,9.463239e-10,2.497483e-11,3.544469e-10,1.022948e-11,1.342454e-10,4.297657e-12,5.010140e-11,1.884145e-12,1.855994e-11,1.018476e-12,6.611520e-12,9.007339e-13,2.821967e-12,9.814359e-13,1.172398e-12,8.245880e-13,2.953778e-13,7.627532e-13,4.062943e-13,1.011301e-12
1010,290,500200.0,4900075.3,1428.72,33.71,44.2539154,-116.9974947,1.709174e-05,5.426555e-07,6.506741e-06,2.127781e-07,2.432285e-06,7.234039e-08,9.134615e-07,1.999453e-08,3.441838e-07,9.791651e-09,1.273356e-07,4.359610e-09,4.732381e-08,1.002770e-09,1.788633e-08,5.560415e-10,6.771397e-09,2.408127e-10,2.527407e-09,6.637709e-11,9.380262e-10,2.877963e-11,3.504406e-10,9.396880e-12,1.326120e-10,3.714330e-12,4.947173e-11,1.731180e-12,1.897072e-11,1.115554e-12,7.172532e-12,1.081213e-12,2.581894e-12,7.580901e-13,1.096342e-12,1.063722e-12,1.863353e-15,9.568270e-13,2.031797e-13,1.104149e-12
1010,295,500200.0,4900060.3,1428.86,33.85,44.2537804,-116.9974947,1.695319e-05,4.552408e-07,6.506311e-06,1.863609e-07,2.394433e-06,6.875006e-08,9.101986e-07,2.783585e-08,3.400144e-07,9.099988e-09,1.247962e-07,4.231287e-09,4.726353e-08,1.277943e-09,1.765373e-08,3.811898e-10,6.717780e-09,2.369590e-10,2.460307e-09,6.835920e-11,9.390283e-10,2.528338e-11,3.509731e-10,1.157123e-11,1.302398e-10,5.170007e-12,4.928067e-11,1.894137e-12,1.847642e-11,9.769894e-13,7.010720e-12,1.210714e-12,2.511633e-12,8.319878e-13,9.418340e-13,1.160212e-12,6.081603e-13,1.159960e-12,1.409196e-13,1.078356e-12
1010,300,500200.0,4900045.3,1429.02,33.99,44.2536453,-116.9974947,1.689841e-05,5.077403e-07,6.443019e-06,1.813775e-07,2.358642e-06,9.408977e-08,8.935015e-07,2.547865e-08,3.355201e-07,8.390313e-09,1.218357e-07,3.701563e-09,4.603850e-08,1.726530e-09,1.764656e-08,4.931958e-10,6.557955e-09,1.789758e-10,2.457020e-09,7.738945e-11,9.117641e-10,2.786574e-11,3.433911e-10,1.008594e-11,1.283946e-10,4.093669e-12,4.766066e-11,2.040619e-12,1.829244e-11,9.823506e-13,6.482633e-12,8.390454e-13,2.677517e-12,8.796928e-13,5.532884e-13,7.812691e-13,3.744182e-13,1.036735e-12,1.818991e-13,9.015784e-13
