# mvp-tdem synthetic GPS 5 Hz
t_utc,lat,lon,h_ell
1750000007.0000141,44.255060648012623,-117,1407.818355817114
1750000007.2000146,44.255114666688293,-117,1407.7918988516528
1750000007.4000149,44.255168685299061,-117,1407.7685112402394
1750000007.6000152,44.255222703909311,-117,1407.7461467330768
1750000007.8000157,44.255276722577001,-117,1407.7248249119973
1750000008.000016,44.255330741160478,-117,1407.706631245866
1750000008.2000165,44.255384759807825,-117,1407.6884375580462
1750000008.4000168,44.255438778409584,-117,1407.6734250838415
1750000008.6000173,44.255492797081651,-117,1407.6594729936844
1750000008.8000176,44.255546815688838,-117,1407.6465970510658
1750000009.0000181,44.255600834359896,-117,1407.6369494999278
1750000009.2000184,44.255654852966053,-117,1407.6273019602907
1750000009.4000189,44.255708871636074,-117,1407.6209239974719
1750000009.6000192,44.255762890241193,-117,1407.6156359054621
1750000009.8000197,44.255803404226469,-116.99998997854152,1407.611669833303
1750000010.00002,44.255803404215918,-116.99994989280313,1407.611669833303
1750000010.2000206,44.255803404191298,-116.99990980701695,1407.611669833303
1750000010.4000208,44.25580340415263,-116.99986972127854,1407.611669833303
1750000010.6000214,44.255803404099872,-116.99982963549236,1407.611669833303
1750000010.8000216,44.255803404033053,-116.999789549754,1407.611669833303
1750000011.0000222,44.255803403952179,-116.99974946396782,1407.611669833303
1750000011.2000225,44.255803403857236,-116.99970937822943,1407.611669833303
1750000011.400023,44.255803403748217,-116.99966929244324,1407.611669833303
1750000011.6000233,44.255803403625137,-116.99962920670487,1407.611669833303
1750000011.8000236,44.255803403487981,-116.99958912096648,1407.611669833303
1750000012.0000241,44.255803403336778,-116.99954903518029,1407.611669833303
1750000012.2000244,44.255803403171491,-116.99950894944189,1407.611669833303
1750000012.4000249,44.255803402992157,-116.99946886365574,1407.611669833303
1750000012.6000252,44.255803402798733,-116.99942877791734,1407.611669833303
1750000012.8000257,44.255803402591248,-116.99938869213116,1407.611669833303
1750000013.000026,44.255803402369715,-116.99934860639279,1407.611669833303
1750000013.2000265,44.255803402134106,-116.9993085206066,1407.611669833303
1750000013.4000268,44.255803401884428,-116.99926843486821,1407.611669833303
1750000013.6000273,44.255803401620689,-116.99922834908206,1407.611669833303
1750000013.8000276,44.255803401342874,-116.99918826334367,1407.611669833303
1750000014.0000281,44.255803401051004,-116.9991481775575,1407.611669833303
1750000014.2000284,44.255803400745052,-116.99910809181911,1407.611669833303
1750000014.4000289,44.255803400425059,-116.99906800603296,1407.611669833303
1750000014.6000292,44.255803400090976,-116.99902792029457,1407.611669833303
1750000014.8000298,44.255803399742831,-116.9989878345084,1407.611669833303
1750000015.00003,44.255803399380632,-116.99894774877001,1407.611669833303
1750000015.2000306,44.255803399004357,-116.99890766298385,1407.611669833303
1750000015.4000309,44.255803398614013,-116.99886757724548,1407.611669833303
1750000015.6000314,44.255803398209608,-116.99882749145929,1407.611669833303
1750000015.8000317,44.255803397791134,-116.99878740572093,1407.611669833303
1750000016.0000322,44.255803397358598,-116.99874731993478,1407.611669833303
1750000016.2000325,44.255803396911979,-116.9987072341964,1407.611669833303
1750000016.4000328,44.25580339645132,-116.99866714845801,1407.611669833303
1750000016.6000333,44.255803395976571,-116.99862706267186,1407.611669833303
1750000016.8000336,44.255803395487781,-116.99858697693348,1407.611669833303
1750000017.0000341,44.255803394984909,-116.99854689114733,1407.611669833303
1750000017.2000344,44.255803394467975,-116.99850680540895,1407.611669833303
1750000017.4000349,44.255803393936972,-116.9984667196228,1407.611669833303
1750000017.6000352,44.255803393391894,-116.99842663388443,1407.611669833303
1750000017.8000357,44.255803392832753,-116.99838654809828,1407.611669833303
1750000018.000036,44.255803392259551,-116.9983464623599,1407.611669833303
1750000018.2000365,44.255803391672288,-116.99830637657378,1407.611669833303
1750000018.4000368,44.255803391070963,-116.9982662908354,1407.611669833303
1750000018.6000373,44.255803390455547,-116.99822620504925,1407.611669833303
1750000018.8000376,44.255803389826092,-116.9981861193109,1407.611669833303
1750000019.0000381,44.255803389182553,-116.99814603352475,1407.611669833303
1750000019.2000384,44.25580338852496,-116.99810594778637,1407.611669833303
1750000019.400039,44.255803387853291,-116.99806586200025,1407.611669833303
1750000019.6000392,44.255803387167553,-116.9980257762619,1407.611669833303
1750000019.8000398,44.255803386467761,-116.99798569047574,1407.611669833303
1750000020.0000401,44.255803385753893,-116.9979456047374,1407.611669833303
1750000020.2000406,44.255803385025963,-116.99790551895127,1407.611669833303
1750000020.4000409,44.255803384283972,-116.99786543321289,1407.611669833303
1750000020.6000414,44.255803383527905,-116.99782534742677,1407.611669833303
1750000020.8000417,44.255803382757776,-116.99778526168842,1407.611669833303
1750000021.000042,44.255803381973578,-116.99774517595009,1407.611669833303
1750000021.2000425,44.255803381175312,-116.99770509016395,1407.611669833303
1750000021.4000428,44.255803380362991,-116.9976650044256,1407.611669833303
1750000021.6000433,44.255803379536594,-116.9976249186395,1407.611669833303
1750000021.8000436,44.255803378696122,-116.99758483290115,1407.611669833303
1750000022.0000441,44.255803377841595,-116.99754474711503,1407.611669833303
1750000022.2000444,44.255803376973006,-116.99750466137671,1407.611669833303
1750000022.4000449,44.25576286276798,-116.99749464163837,1407.6156359054621
1750000022.6000452,44.255708844162925,-116.99749464393193,1407.6209239974719
1750000022.8000457,44.25565482549294,-116.99749464622548,1407.6273019602907
1750000023.000046,44.255600806886832,-116.99749464851901,1407.6369494999278
1750000023.2000465,44.255546788215831,-116.99749465081254,1407.6465970510658
1750000023.4000468,44.255492769628042,-116.99749465310606,1407.6594729886947
1750000023.6000473,44.255438750981753,-116.99749465539956,1407.6734250721991
1750000023.8000476,44.255384732392926,-116.99749465769308,1407.6884375385264
1750000024.0000482,44.255330713719871,-116.99749465998659,1407.7066312350219
1750000024.2000484,44.255276695110695,-116.99749466228008,1407.7248249098284
1750000024.400049,44.255222676436617,-116.99749466457355,1407.7461467330768
1750000024.6000493,44.25516865782641,-116.99749466686704,1407.7685112402394
1750000024.8000498,44.255114639151309,-116.99749466916053,1407.7918988831918
1750000025.0000501,44.255060620540078,-116.99749467145399,1407.818355817114
1750000025.2000504,44.255006601928336,-116.99749467374744,1407.8448127510362
1750000025.4000509,44.254952583251693,-116.9974946760409,1407.8742746694302
1750000025.6000512,44.254898564638928,-116.99749467833436,1407.9047382040783
1750000025.8000517,44.254844545967693,-116.9974946806278,1407.9361801698988
1750000026.000052,44.254790527379669,-116.99749468292123,1407.9705572746443
1750000026.2000525,44.254736508726715,-116.99749468521468,1408.0049344203703
1750000026.4000528,44.254682490118341,-116.99749468750811,1408.042171758937
1750000026.6000533,44.254628471438622,-116.99749468980151,1408.0803625573353
1750000026.8000536,44.254574452822766,-116.99749469209492,1408.1194800577257
1750000027.0000541,44.25452043414203,-116.99749469438834,1408.1613778594567
1750000027.2000544,44.254466415525151,-116.99749469668174,1408.2032756112417
1750000027.4000549,44.254412396843378,-116.99749469897512,1408.2478688885699
1750000027.6000552,44.254358378225483,-116.99749470126851,1408.2933606049617
1750000027.8000557,44.254304359542687,-116.99749470356188,1408.3397210823634
1750000028.000056,44.254250340923768,-116.99749470585527,1408.3886876175893
1750000028.2000566,44.254196322239935,-116.99749470814864,1408.4376542111879
1750000028.4000568,44.25414230362,-116.99749471044198,1408.4891331466195
1750000028.6000574,44.254088284935136,-116.99749471273535,1408.5414496084898
1750000028.8000576,44.254034266320595,-116.99749471502871,1408.5945708571883
1750000029.0000582,44.253980247660479,-116.99749471732204,1408.6501067119964
1750000029.2000585,44.253926229064248,-116.99749471961537,1408.7056425006008
1750000029.400059,44.25387221038379,-116.99749472190871,1408.7634912259891
1750000029.6000593,44.25381819176075,-116.99749472420201,1408.8221108395828
1750000029.8000596,44.25376417313722,-116.99749472649535,1408.8814662887098
1750000030.0000601,44.253710154448775,-116.99749472878865,1408.9430293248422
1750000030.2000604,44.253656135824215,-116.99749473108196,1409.0045922875859
1750000030.4000609,44.253602117134733,-116.99749473337523,1409.0682541352182
1750000030.6000612,44.253548098509164,-116.99749473566852,1409.1326155110712
1750000030.8000617,44.253494079818651,-116.99749473796183,1409.1976393013756
1750000031.000062,44.253440061192038,-116.99749474025508,1409.2646500218189
1750000031.2000625,44.253386042500523,-116.99749474254837,1409.3316608221448
1750000031.4000628,44.253332023892206,-116.99749474484162,1409.4005438984045
1750000031.6000633,44.253278005225418,-116.99749474713488,1409.4700511741444
1750000031.8000636,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000032.0000641,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000032.2000644,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000032.4000649,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000032.6000652,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000032.8000658,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000033.000066,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000033.2000666,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000033.4000669,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000033.6000674,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000033.8000677,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000034.0000682,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000034.2000685,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000034.4000688,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000034.6000693,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000034.8000696,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000035.0000701,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000035.2000704,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000035.4000709,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000035.6000712,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000035.8000717,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000036.000072,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000036.2000725,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000036.4000728,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000036.6000733,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000036.8000736,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000037.0000741,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000037.2000744,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000037.400075,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000037.6000752,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000037.8000758,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000038.0000761,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000038.2000766,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000038.4000769,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000038.6000774,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000038.8000777,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000039.000078,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000039.2000785,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000039.4000788,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000039.6000793,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000039.8000796,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000040.0000801,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000040.2000804,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000040.4000809,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000040.6000812,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000040.8000817,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000041.000082,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000041.2000825,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000041.4000828,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000041.6000834,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000041.8000836,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000042.0000842,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000042.2000844,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000042.400085,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000042.6000853,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000042.8000858,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000043.0000861,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000043.2000864,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000043.4000869,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000043.6000872,44.253237491241094,-116.99749474885482,1409.5221816102346
1750000043.8000877,44.253237491241094,-116.99749474885482,1409.5221816102346
