# mvp-tdem synthetic altimeter 10 Hz
t_rx,agl_m
511.60000000000264,32.270194992929142
511.70000000000266,32.270194992929142
511.80000000000268,32.270194992929142
511.90000000000271,32.270194992929142
512.00000000000273,32.270194992929142
512.10000000000275,32.270194992929142
512.20000000000277,32.270194992929142
512.3000000000028,32.270194992929142
512.40000000000282,32.270194992929142
512.50000000000284,32.270194992929142
512.60000000000286,32.270194992929142
512.70000000000289,32.270194992929142
512.80000000000291,32.270194992929142
512.90000000000293,32.270194992929142
513.00000000000296,32.270194992929142
513.10000000000298,32.270194992929142
513.200000000003,32.270194992929142
513.30000000000302,32.270194992929142
513.40000000000305,32.270194992929142
513.50000000000307,32.270194992929142
513.60000000000309,32.270194992929142
513.70000000000312,32.270194992929142
513.80000000000314,32.270194992929142
513.90000000000316,32.270194992929142
514.00000000000318,32.270194992929142
514.10000000000321,32.270194992929142
514.20000000000323,32.270194992929142
514.30000000000325,32.270194992929142
514.40000000000327,32.270194992929142
514.5000000000033,32.270194992929142
514.60000000000332,32.270194992929142
514.70000000000334,32.270194992929142
514.80000000000337,32.270194992929142
514.90000000000339,32.270194992929142
515.00000000000341,32.270194992929142
515.10000000000343,32.270194992929142
515.20000000000346,32.270194992929142
515.30000000000348,32.270194992929142
515.4000000000035,32.270194992929142
515.50000000000352,32.270194992929142
515.60000000000355,32.270194992929142
515.70000000000357,32.270194992929142
515.80000000000359,32.270194992929142
515.90000000000362,32.270194992929142
516.00000000000364,32.270194992929142
516.10000000000366,32.270194992929142
516.20000000000368,32.270194992929142
516.30000000000371,32.270194992929142
516.40000000000373,32.270194992929142
516.50000000000375,32.270194992929142
516.60000000000377,32.270194992929142
516.7000000000038,32.270194992929142
516.80000000000382,32.270194992929142
516.90000000000384,32.270194992929142
517.00000000000387,32.270194992929142
517.10000000000389,32.270194992929142
517.20000000000391,32.270194992929142
517.30000000000393,32.270194992929142
517.40000000000396,32.270194992929142
517.50000000000398,32.270194992929142
517.600000000004,32.270194992929142
517.70000000000402,32.270194992929142
517.80000000000405,32.270194992929142
517.90000000000407,32.270194992929142
518.00000000000409,32.270194992929142
518.10000000000412,32.270194992929142
518.20000000000414,32.270194992929142
518.30000000000416,32.270194992929142
518.40000000000418,32.270194992929142
518.50000000000421,32.270194992929142
518.60000000000423,32.270194992929142
518.70000000000425,32.270194992929142
518.80000000000427,32.270194992929142
518.9000000000043,32.270194992929142
519.00000000000432,32.270194992929142
519.10000000000434,32.270194992929142
519.20000000000437,32.270194992929142
519.30000000000439,32.270194992929142
519.40000000000441,32.270194992929142
519.50000000000443,32.270194992929142
519.60000000000446,32.270194992929142
519.70000000000448,32.270194992929142
519.8000000000045,32.270194992929142
519.90000000000452,32.270194992929142
520.00000000000455,32.270194992929142
520.10000000000457,32.270194992929142
520.20000000000459,32.270194992929142
520.30000000000462,32.270194992929142
520.40000000000464,32.270194992929142
520.50000000000466,32.270194992929142
520.60000000000468,32.270194992929142
520.70000000000471,32.270194992929142
520.80000000000473,32.270194992929142
520.90000000000475,32.270194992929142
521.00000000000477,32.270194992929142
521.1000000000048,32.270194992929142
521.20000000000482,32.270194992929142
521.30000000000484,32.270194992929142
521.40000000000487,32.270194992929142
521.50000000000489,32.270194992929142
521.60000000000491,32.270194992929142
521.70000000000493,32.270194992929142
521.80000000000496,32.270194992929142
521.90000000000498,32.270194992929142
522.000000000005,32.270194992929142
522.10000000000502,32.270194992929142
522.20000000000505,32.270194992929142
522.30000000000507,32.27675483129741
522.40000000000509,32.289874476754314
522.50000000000512,32.302994122211217
522.60000000000514,32.316113767668114
522.70000000000516,32.32923344440465
522.80000000000518,32.343019004069852
522.90000000000521,32.35747047476805
523.00000000000523,32.371921945466241
523.10000000000525,32.386373416164432
523.20000000000528,32.400824921317572
523.3000000000053,32.415924241850782
523.40000000000532,32.431671409129827
523.50000000000534,32.447418576408879
523.60000000000537,32.463165781232043
523.70000000000539,32.478912948511088
523.80000000000541,32.495288290223954
523.90000000000543,32.512291809365998
524.00000000000546,32.529295369047539
524.10000000000548,32.54629888818959
524.2000000000055,32.563302407331634
524.30000000000553,32.580912847232803
524.40000000000555,32.59913025422064
524.50000000000557,32.617347617774961
524.60000000000559,32.635564981329281
524.70000000000562,32.653782344883602
524.80000000000564,32.672583908508905
524.90000000000566,32.691969582552709
525.00000000000568,32.711355256596505
525.10000000000571,32.730740930640302
525.20000000000573,32.750126604684105
525.30000000000575,32.770072254482677
525.40000000000578,32.790577784928118
525.5000000000058,32.811083315373565
525.60000000000582,32.831588845819006
525.70000000000584,32.852094425153375
525.80000000000587,32.873134253355566
525.90000000000589,32.8947083767668
526.00000000000591,32.916282500178035
526.10000000000593,32.937856675025913
526.20000000000596,32.959430798437147
526.30000000000598,32.981512265360024
526.400000000006,33.004101078213765
526.50000000000603,33.026689944923362
526.60000000000605,33.049278757777095
526.70000000000607,33.071867570630836
526.80000000000609,33.094935491786273
526.90000000000612,33.118482579668388
527.00000000000614,33.142029611410081
527.10000000000616,33.165576643151773
527.20000000000618,33.189123674893473
527.30000000000621,33.213120445632676
527.40000000000623,33.237566840944318
527.50000000000625,33.262013236255953
527.60000000000628,33.286459631567588
527.7000000000063,33.310906026879231
527.80000000000632,33.335771611632254
527.90000000000634,33.361056267258768
528.00000000000637,33.386340922885289
528.10000000000639,33.41162557851181
528.20000000000641,33.436910294421551
528.30000000000643,33.462582481893001
528.40000000000646,33.488642199361486
528.50000000000648,33.514701916829964
528.6000000000065,33.54076169642957
528.70000000000653,33.566821413898055
528.80000000000655,33.593236088890876
528.90000000000657,33.620005719715472
529.00000000000659,33.646775414363745
529.10000000000662,33.673545045188341
529.20000000000664,33.700314676012937
529.30000000000666,33.727405820430469
529.40000000000668,33.754818545330814
529.50000000000671,33.782231204874385
529.60000000000673,33.80964386441795
529.70000000000675,33.837056523961515
529.80000000000678,33.864756432110035
529.9000000000068,33.892743656959723
530.00000000000682,33.920730815082912
530.10000000000684,33.948717973206101
530.20000000000687,33.976705131329297
530.30000000000689,34.004944629411334
530.40000000000691,34.033436332796306
530.50000000000693,34.061928036181278
530.60000000000696,34.090419739566251
530.70000000000698,34.118911510880643
530.800000000007,34.147619880201901
530.90000000000703,34.176544914426316
531.00000000000705,34.20546994865073
531.10000000000707,34.234395051837701
531.20000000000709,34.263320086062116
531.30000000000712,34.292425630393957
531.40000000000714,34.321711683972495
531.50000000000716,34.35099780737432
531.60000000000719,34.380283860952858
531.70000000000721,34.409569914531396
531.80000000000723,34.424212976232312
531.90000000000725,34.424212976232312
532.00000000000728,34.424212976232312
532.1000000000073,34.424212976232312
532.20000000000732,34.424212976232312
532.30000000000734,34.424212976232312
532.40000000000737,34.424212976232312
532.50000000000739,34.424212976232312
532.60000000000741,34.424212976232312
532.70000000000744,34.424212976232312
532.80000000000746,34.424212976232312
532.90000000000748,34.424212976232312
533.0000000000075,34.424212976232312
533.10000000000753,34.424212976232312
533.20000000000755,34.424212976232312
533.30000000000757,34.424212976232312
533.40000000000759,34.424212976232312
533.50000000000762,34.424212976232312
533.60000000000764,34.424212976232312
533.70000000000766,34.424212976232312
533.80000000000769,34.424212976232312
533.90000000000771,34.424212976232312
534.00000000000773,34.424212976232312
534.10000000000775,34.424212976232312
534.20000000000778,34.424212976232312
534.3000000000078,34.424212976232312
534.40000000000782,34.424212976232312
534.50000000000784,34.424212976232312
534.60000000000787,34.424212976232312
534.70000000000789,34.424212976232312
534.80000000000791,34.424212976232312
534.90000000000794,34.424212976232312
535.00000000000796,34.424212976232312
535.10000000000798,34.424212976232312
535.200000000008,34.424212976232312
535.30000000000803,34.424212976232312
535.40000000000805,34.424212976232312
535.50000000000807,34.424212976232312
535.60000000000809,34.424212976232312
535.70000000000812,34.424212976232312
535.80000000000814,34.424212976232312
535.90000000000816,34.424212976232312
536.00000000000819,34.424212976232312
536.10000000000821,34.424212976232312
536.20000000000823,34.424212976232312
536.30000000000825,34.424212976232312
536.40000000000828,34.424212976232312
536.5000000000083,34.424212976232312
536.60000000000832,34.424212976232312
536.70000000000834,34.424212976232312
536.80000000000837,34.424212976232312
536.90000000000839,34.424212976232312
537.00000000000841,34.424212976232312
537.10000000000844,34.424212976232312
537.20000000000846,34.424212976232312
537.30000000000848,34.424212976232312
537.4000000000085,34.424212976232312
537.50000000000853,34.424212976232312
537.60000000000855,34.424212976232312
537.70000000000857,34.424212976232312
537.80000000000859,34.424212976232312
537.90000000000862,34.424212976232312
538.00000000000864,34.424212976232312
538.10000000000866,34.424212976232312
538.20000000000869,34.424212976232312
538.30000000000871,34.424212976232312
538.40000000000873,34.424212976232312
538.50000000000875,34.424212976232312
538.60000000000878,34.424212976232312
538.7000000000088,34.424212976232312
538.80000000000882,34.424212976232312
538.90000000000884,34.424212976232312
539.00000000000887,34.424212976232312
539.10000000000889,34.424212976232312
539.20000000000891,34.424212976232312
539.30000000000894,34.424212976232312
539.40000000000896,34.424212976232312
539.50000000000898,34.424212976232312
539.600000000009,34.424212976232312
539.70000000000903,34.424212976232312
539.80000000000905,34.424212976232312
539.90000000000907,34.424212976232312
540.00000000000909,34.424212976232312
540.10000000000912,34.424212976232312
540.20000000000914,34.424212976232312
540.30000000000916,34.424212976232312
540.40000000000919,34.424212976232312
540.50000000000921,34.424212976232312
540.60000000000923,34.424212976232312
540.70000000000925,34.424212976232312
540.80000000000928,34.424212976232312
540.9000000000093,34.424212976232312
541.00000000000932,34.424212976232312
541.10000000000935,34.424212976232312
541.20000000000937,34.424212976232312
541.30000000000939,34.424212976232312
541.40000000000941,34.424212976232312
541.50000000000944,34.424212976232312
541.60000000000946,34.424212976232312
541.70000000000948,34.424212976232312
541.8000000000095,34.424212976232312
541.90000000000953,34.424212976232312
542.00000000000955,34.424212976232312
542.10000000000957,34.424212976232312
542.2000000000096,34.424212976232312
542.30000000000962,34.424212976232312
542.40000000000964,34.424212976232312
542.50000000000966,34.424212976232312
542.60000000000969,34.424212976232312
542.70000000000971,34.424212976232312
542.80000000000973,34.424212976232312
542.90000000000975,34.424212976232312
543.00000000000978,34.424212976232312
543.1000000000098,34.424212976232312
543.20000000000982,34.424212976232312
543.30000000000985,34.424212976232312
543.40000000000987,34.424212976232312
543.50000000000989,34.424212976232312
543.60000000000991,34.424212976232312
543.70000000000994,34.424212976232312
543.80000000000996,34.424212976232312
543.90000000000998,34.424212976232312
