# mvp-tdem synthetic raw EM log v0
seq,t_rx,polarity,g00,g01,g02,g03,g04,g05,g06,g07,g08,g09,g10,g11,g12,g13,g14,g15,g16,g17,g18,g19
12,500.24000000000001,1,676501.67924096645,261236.10163844778,95198.014784625237,37180.203689027403,12712.13830570219,4953.7865653469271,1765.8130662045328,676.07174038559435,275.62809679487549,101.76109848626095,36.336730714971381,13.262524930397717,4.8021466051497068,1.9008182787159029,0.84542402412576112,0.28295351395818852,0.11177635425936984,0.10466663789339911,-0.001466732642127351,-0.034166033268908429
13,500.25999999999999,-1,-691621.48688989284,-245620.13870755347,-97925.399447848395,-35580.604860067855,-13914.290417418601,-4644.7080819495341,-1833.5837318475678,-671.93664894398091,-258.28272891655018,-99.874787980604026,-36.849516979321763,-13.829131554787446,-5.2124110617856694,-1.956416248851522,-0.68169905604067682,-0.30269364048919944,-0.1125908641789149,0.021921853114926337,-0.011782779060435997,-0.016445419085565224
14,500.27999999999997,1,686248.25591764832,246477.9753859386,99939.576698919904,37519.200654401386,13349.268470131365,5058.6928836465804,1742.1867809201508,683.17142273794389,262.55263735988069,95.921144888069719,37.849041180457128,14.752389887639355,5.0544914332067039,1.9210060881782145,0.6656309817237499,0.30968668331296922,0.055467184109127043,0.048600126457940714,-0.044593202514490178,0.023867457185860034
15,500.30000000000001,-1,-656105.70321720059,-263245.59762121999,-96784.431259604753,-35499.098677640301,-14036.787345574003,-4937.9895046235915,-1879.7745790647707,-713.54394039770398,-259.91729640855272,-100.52318903919739,-36.481678013779721,-13.751200886207153,-5.3463973431947247,-1.8972051832800079,-0.66191384428424183,-0.3646778027073026,-0.10319643140316688,-0.10799487644643012,0.032781201928975962,-0.030001918462742555
16,500.31999999999999,1,664572.61295989226,259098.22102600738,99583.218097375939,35813.92185432752,12768.438093767703,5001.5975970577338,1827.148932722409,700.45776534309243,264.16694708174509,94.043326181482271,35.316977914055414,14.160879859106537,5.1053294185740441,1.7832506955762648,0.76164148800849518,0.26577984862258919,0.14043206857990823,-0.057626021095650237,-0.019952178440455257,-0.027398045277790641
17,500.33999999999997,-1,-662636.47895356955,-250650.90943891951,-95508.237036274222,-37372.761893933399,-13352.33300066375,-4849.3622596482046,-1874.6665012868173,-729.98650416105602,-257.14091298719075,-96.439978585089648,-37.734668186763336,-13.756766458450493,-5.2603627121211094,-1.9692200784694107,-0.7490770274303109,-0.28839587990722204,-0.094741304845697816,-0.049869936128449248,-0.020510235796070246,-0.037797747098003279
18,500.36000000000001,1,649203.08843553392,240351.42283947204,98975.760941918983,37453.920229692594,13039.355871037533,4725.0289478870609,1883.5326565698856,727.43814593893978,279.11910293830613,100.64845097509958,36.613875157108488,13.595260998793149,5.2806225070913397,1.9907679831928746,0.719685812241326,0.34740003829661326,0.10866199090575052,0.048259332445361063,-0.031911277219683697,0.022202084183809426
19,500.38,-1,-655697.13800080633,-257331.08311783962,-95858.202494799581,-38115.571826142223,-13812.051407222196,-5005.9871503980567,-1892.0021744062981,-708.68254563602,-263.16941187021507,-95.903699680598393,-36.922222620964085,-13.577469537132227,-4.9866964616716833,-1.9917616422104902,-0.7186626995888924,-0.23281183855859353,-0.11535686378994386,-0.02270496701782564,-0.025103033376975399,-0.017032441893172771
20,500.39999999999998,1,672512.55162035127,268843.70539047685,92738.336000298776,33868.807942055886,12699.878901291511,5008.6026356817238,1879.8159095118431,705.28825165126045,274.45099058142921,91.227808994530037,37.506412880520905,14.527433968592202,5.0682487833359779,1.9302923727492438,0.72641875845046622,0.26710045977242186,0.11578506479978204,0.057923338347227855,-0.066134841492949251,0.033327905391213983
21,500.42000000000002,-1,-652839.0691330554,-257275.52785695955,-96330.205500304524,-35412.839386951338,-13786.564187034182,-4802.7754933438455,-1854.9968665645408,-695.22662717509775,-264.39236600385846,-99.930816294226531,-35.93653880559522,-14.181837524677519,-5.2177079635147594,-1.8273836295643646,-0.73233057462237994,-0.24537686291364788,-0.065772581617897327,-0.058421599117103949,0.05009058022857716,-0.021793743501638457
22,500.44,1,679346.25897830259,270007.55687358987,94294.599993678727,38400.747506509848,13360.230004611532,4812.5248410751574,1881.8717231116798,684.90211715977114,258.86170039198743,100.33610647900301,37.748163584979004,13.706807877575111,5.3734702945929458,2.0437308048750111,0.71442794494390993,0.27452132466861756,0.1463360941622443,0.072624644705406291,0.023143970418895592,0.042471347381757792
23,500.45999999999998,-1,-706936.24923461513,-259964.70609715837,-95062.844432430808,-36529.707857246736,-12268.580358601646,-5061.7441316126251,-1672.3992739613548,-671.14530295022894,-268.41914345251121,-100.56609967256547,-35.813974405002064,-13.558178520134256,-5.3765822130490211,-1.969269826239606,-0.76313091752500906,-0.21435837928179516,-0.12254880044907515,-0.059754212127762801,0.04981509315836323,-0.014868450437844759
24,500.48000000000002,1,690029.20798063686,262613.93632641865,92040.311572726336,36524.510441980063,13329.132714196163,4931.7623860968461,1926.9378297690005,739.22026340350033,279.0697111013651,102.97743416486595,36.915272195790934,14.001225356689773,5.3282138274315134,1.9468188576842087,0.71996659944066832,0.30664812029443289,0.1167457324290178,0.050863565739336959,0.031424666666019507,0.031367274665913492
25,500.5,-1,-683591.36297824816,-243970.7453218521,-97430.350897560784,-36625.710264546913,-14051.707783894348,-5249.1735864524571,-1913.6773564879313,-706.10429977430204,-272.24996123942202,-98.764422352216911,-37.61872527133108,-14.498623602943598,-5.202289402776417,-2.0290750917673677,-0.77437570453974347,-0.26298843027779761,-0.16806717843429919,-0.020580129772944825,-0.062164423467022625,0.02171413219032783
26,500.51999999999998,1,668921.5274002658,264608.24055413232,101544.5239182943,36545.837975472685,13543.856465077464,4899.1501366529665,1889.0648850037835,682.61391688743413,260.8694447105209,101.14723434296478,39.111016196294386,15.282946624597596,5.2213501973938268,2.1135822200962213,0.79351654059266807,0.30191142750141708,0.13045127016874056,0.060820363147717993,-0.031442421881973152,0.034818711126002273
27,500.54000000000002,-1,-674672.85735628963,-271253.63871284632,-99778.278392414781,-38265.378368771308,-13513.308144455334,-4893.4009307986898,-1888.4544308384441,-719.04835962703817,-268.93305275007225,-103.83029347462778,-37.153024207789564,-14.220850233794266,-5.1170295245575517,-2.0752037229763389,-0.64333067613863271,-0.18711030593474268,-0.080438585368239557,-0.039324526074690079,-0.043438472492317817,-0.025618592963030446
28,500.56,1,712278.06616985437,269112.90225397109,97862.5299973129,37688.70152178454,13735.800723160988,4983.2214610856036,1941.9337931059617,719.17298360687437,268.222221844763,104.8560095701968,34.81238185910285,13.49479983172761,5.0300371375310977,1.990687032471212,0.7013979892124651,0.29141456002835309,0.10046002806213215,-0.019864603030714731,0.0023811683938319474,0.021100719476789404
29,500.57999999999998,-1,-688225.77560632862,-273041.1555966445,-100266.88412793579,-36348.856056956101,-13930.941449762031,-5362.5843534498254,-2013.9326823864283,-690.37646431557982,-260.69299798942262,-104.83567229368815,-36.421762892492438,-13.515589104870026,-5.2505443195801416,-2.0185117801153569,-0.7712345060548067,-0.23414817450451833,-0.12387528851910073,-0.068693518500088008,0.010013829074248339,-0.02933209970554972
30,500.60000000000002,1,679754.73731245147,252252.59009344305,93867.861027894964,36726.000652675946,13758.008125154816,4948.1092491564623,1903.6687616047136,729.13026173388414,273.29148792858138,105.06737419847116,39.039381229945974,13.65720766783585,5.5730281671216915,1.9260857636392863,0.76178946789449953,0.27310347633616372,0.06759156845889569,0.064616650045343407,0.041808292622617801,0.030130481634697406
31,500.62,-1,-721201.10602971865,-258109.10339098069,-98414.44004551135,-35945.659605437024,-13633.967098199284,-4977.3851935211014,-1994.5393251342823,-724.63536203597312,-266.44871586202845,-104.01069272211066,-35.025319186471478,-13.251226287828677,-5.4308303053033411,-1.9693851379324452,-0.64206374135115107,-0.22451379844404784,-0.15567206887929833,0.075367221437577167,-0.000351459616188724,0.044050487312637998
32,500.63999999999999,1,677151.89640347473,264209.08954065305,98976.376772457021,38648.917148217137,13541.462556243827,5125.8599739574756,1817.4920692569333,742.45455166374677,262.09036100870338,98.741608447675475,37.551973227502096,13.393866655900517,5.2661258024942734,2.1306861443611296,0.76088598159089271,0.23341936260990948,0.14205003104994335,0.035213785651766798,0.0031429965503013426,0.028896565793582022
33,500.66000000000003,-1,-698461.80683158233,-276026.74072915281,-98686.537459113373,-36217.567148781673,-13417.135170009697,-5006.2696008202556,-1887.6915998370482,-708.7893728499705,-275.49751438494826,-95.178475550813431,-38.522979689064961,-13.842063101555203,-5.3368702976535509,-1.9619554045861891,-0.72455561956437564,-0.30187726853535313,-0.068521594456307899,-0.0089497762560531453,-0.076974624847778256,0.017248277433132973
34,500.68000000000001,1,652351.88370618422,275630.27128645248,99085.134321245161,36430.47809976506,13859.689116523539,4854.2802883273498,1969.5930589493992,709.88690931958524,266.61834238057367,98.990718027912465,36.912001830762769,14.331043579655907,5.3483842588380757,2.0536632719973595,0.76794606644695684,0.31295875803933837,0.091298322688644892,0.0025292893508206513,-0.022555877890522144,-0.062994700467556022
35,500.69999999999999,-1,-689420.66953564039,-257600.30604316902,-88695.775189601802,-35260.367417689267,-14082.54892424924,-4967.6356521111666,-1922.6697560037364,-686.91980922963069,-279.8413168866411,-100.02062870007434,-37.887156544486686,-15.004090843572749,-5.4560749813010885,-1.8982500711231622,-0.65325861002551711,-0.27927547030537808,-0.15280687053083838,-0.038243630721926748,0.080496774733788384,0.0023035324776655933
36,500.72000000000003,1,734610.83557460364,249634.58634353211,96184.86884664066,38505.588124480601,13808.313269055736,5154.2914180803391,1908.7185927814912,723.97353772751535,274.49319321836077,97.995485837351737,38.459566209355202,13.494377493605599,5.4091056675269371,1.992501531914975,0.72981316583616074,0.3002127855668062,0.13964117408308607,-0.046187618181004177,-0.056206938362251643,0.014113499407358185
37,500.74000000000001,-1,-718355.74677610619,-258577.86356168159,-91677.254348948016,-35237.569296707799,-12500.575250319403,-5033.0714933952004,-1891.3708834844672,-707.7930526940786,-276.91668716683142,-103.94872697808599,-37.332982382849067,-13.19769057071731,-5.3875519393801259,-1.9434809734404697,-0.71711818229748692,-0.26113123434166075,-0.085002005764213004,0.016493398098395489,0.012220507669895929,0.025003473210480961
38,500.75999999999999,1,707928.55757126526,259904.3881791587,96180.99820138971,36784.817638987843,13290.690568407212,4894.2481806104515,1848.4684626189494,703.14426885298622,258.78334421261331,100.94089660904054,38.33957049668993,13.386666702028032,5.2190592344595013,1.904109721388344,0.74094569819967759,0.24664826428336739,0.11531543415731631,0.056455843209929427,0.028066167352288403,0.015651798675219018
39,500.77999999999997,-1,-669016.06483084068,-260616.1971312603,-100632.85282756027,-38020.748772817016,-13043.362246347642,-5021.1785110179871,-1979.6739982530519,-727.69319345747567,-269.88288863395405,-99.773166572857861,-37.171530334109804,-14.146489629828302,-5.1984914669905722,-1.9799527403776613,-0.74168766965158628,-0.28363046190583802,-0.15117484749248697,0.031781381597474831,-0.054691608364300218,-0.0058660542683876757
40,500.80000000000001,1,660649.65151074168,264986.03338534699,90277.0546756986,37343.706613493043,13014.617586022063,5076.7690666592734,1895.3369350291525,742.01734194431094,266.81902184939167,98.292861120725675,36.984173906071625,14.546421731813135,5.3638149298617828,1.9723811861891456,0.72585468072937753,0.19653702266019818,0.14669682610654736,0.052179607754189769,-0.015571623909944722,-0.0062950386180896691
41,500.81999999999999,-1,-669891.33737697196,-256834.81472983997,-100912.3563553667,-35928.344629215804,-13886.203517149588,-4986.7962772582832,-1916.2883691827219,-713.86772888294365,-275.26391247825882,-98.777804868901654,-35.691345947758748,-13.519353871320959,-5.1844083060247028,-1.8597754644553444,-0.75508735763319723,-0.249005958055942,-0.08920119258592657,-0.062356277742761299,0.041522393460236381,-0.049253038606721269
42,500.83999999999997,1,677412.29790132237,276106.05106936849,100617.43746660156,36738.350413524124,13240.00250727051,4988.2059463069845,1906.2901974161039,717.71032631090748,267.48133525847464,100.29443970370109,37.289670157677513,13.443348784165106,5.237744021074505,2.0569818754888063,0.78204760760379088,0.3710208845406246,0.05814741742978749,0.042016597039753398,-0.034972097551880452,-0.026941273342093969
43,500.86000000000001,-1,-669233.70316364185,-252809.13095449551,-96904.605206881388,-35294.092174884761,-13968.598023372058,-4929.1351001087623,-2062.4979506555542,-707.08909173333564,-268.82446462639251,-96.522762892922785,-39.468530116667303,-14.471001924560143,-5.3066040977801778,-1.8827583615207621,-0.73912187848933109,-0.24439847427268535,-0.08994179173993691,-0.038207877977812048,-0.033200841437739249,0.0077159717139419822
44,500.88,1,693068.62900504493,246003.52463843473,98718.74779563272,36630.602111498425,13640.652549610073,5214.758673275036,1790.7272116828424,674.41965638873376,270.40185102719761,100.4093661400389,37.774857508713737,13.884575748556692,5.3876292534363639,2.0207889547824314,0.81347957437890828,0.23740160025306128,0.072746401260613797,0.040289585111481861,0.052020532619225714,-0.057298160880184683
45,500.89999999999998,-1,-648902.52757931268,-261303.13305185712,-94060.743642932997,-36208.560673350767,-13894.809080732144,-4971.1641994545544,-1915.3063076099043,-710.40339470185017,-273.6040871609672,-101.80002588172555,-36.702415142812427,-14.03546058789056,-5.5143808678483817,-2.0595229738445022,-0.64134522946027761,-0.3132786883476224,-0.16030615525255401,-0.021399906598307334,-0.019289512931716261,0.078791153395641064
46,500.92000000000002,1,669101.84273014055,262610.63998035435,92767.575911781634,37227.772810286711,14043.198170036876,4949.6138071832765,1837.2787146727774,670.37720623601081,266.15165394548421,98.533531743857395,35.785345425535994,14.310394437497203,5.1888074152793067,1.851015268116345,0.68241450131118309,0.3294200327806262,0.025184646610632085,0.086180257362933985,0.012539420752743289,-0.044789349212760975
47,500.94,-1,-670062.85008372494,-267831.0622155969,-99464.618731750335,-34741.958725543976,-13459.531813546504,-4937.3543042782503,-1975.9191404083995,-687.84124591446619,-281.11253704525916,-100.35136054222875,-36.199137988940116,-13.778025069175902,-5.1218946861189449,-1.9076831375724719,-0.71587447251734992,-0.25579703841849666,-0.087264982247374695,-0.00765236654950497,-0.034160730085085189,-0.0153509458814388
48,500.95999999999998,1,682229.54132704844,267285.45866440289,96637.481952865419,36294.203043040805,13667.289800034116,5326.7122138920186,1825.6521323809284,733.44081817646736,253.02354319699043,101.06424832918748,39.311342732032948,14.375374992821335,5.2813359333967602,1.9151706272998206,0.75957190497210481,0.28586614582330089,0.042546931749126153,0.085728592911781171,0.010714031744979221,-0.041304457885809436
49,500.98000000000002,-1,-704128.43580862903,-251144.44585264774,-102515.06066378122,-37355.24196733415,-13620.311539725399,-5310.5044716017792,-1911.25654541362,-716.24473415738362,-262.97412137841945,-102.12467093193979,-38.108285684741126,-14.120998844049161,-5.176058223449453,-2.0645268370307797,-0.70705497672698825,-0.20838725835002458,-0.0576410966025072,-0.067319642282689149,-0.034349858102092137,-0.0097922894281768386
50,501,1,716082.03702529916,254666.31944741402,101995.52032316643,40279.079326779865,13950.117119383649,5223.1407958795271,1897.9323776942435,686.59415924038058,266.66754905282721,98.322769537412739,36.404209371762548,15.008608828013136,5.3359178392932467,2.0310402316700222,0.78608798661566393,0.31209998692100582,0.10435471341285744,0.019740145846704533,-0.011420464795867405,0.025144492994383576
51,501.01999999999998,-1,-713195.75069384463,-265426.10270401492,-100989.70887318857,-37204.174537758518,-14123.240710433807,-5267.508364653555,-1879.927164507742,-686.64630986174063,-284.28249844221409,-102.5018521848603,-36.083745933183494,-13.916504545306431,-5.4671513866803316,-1.9836188162837138,-0.746703087089856,-0.38538109307177437,-0.080008258080232986,-0.056213342908385637,-0.059722784582987486,-0.0097145782329718863
52,501.04000000000002,1,692040.33886323823,266950.67628115218,96206.506947802613,36707.682114617783,13901.494537772183,5263.698164604536,1944.8889100326783,753.41309643745217,270.87466692103783,100.64252262787745,41.178682694816402,14.450964146651192,5.2507700447179388,2.0122669697530156,0.84699498177382881,0.21705983944363072,0.073155337848047064,0.013706727686408198,-0.020982675678933839,-0.039587356236361927
53,501.06,-1,-674431.35281042918,-267037.72152682388,-98721.453750819288,-37634.270344325028,-14008.616186839723,-5226.2571915116823,-1904.8055863572647,-772.19751975199426,-273.57387982825384,-96.01722010893188,-36.919940764400089,-13.556785567880596,-5.331064513621139,-1.9751244244723745,-0.75795029545951931,-0.32352596726393806,-0.088812164479595293,-0.073471677429270799,-0.055485057987048489,-0.059602361990080149
54,501.07999999999998,1,681785.3373881263,264490.66198327695,98602.047747293953,36989.768768799921,13529.643453643872,4904.6117018222121,1931.8286744614984,709.2515922693633,272.31312692382528,99.312701269753887,36.804219637536477,14.32992679537578,5.2983991842297948,2.005112311975191,0.79700896442081659,0.33221035133684723,0.063318480155656554,0.034603839591887765,0.042545056441672113,-0.094183054348110556
55,501.10000000000002,-1,-675149.01836511854,-267013.7322674779,-99298.281050717313,-38306.029055898798,-14026.425867151109,-4767.350407821491,-1881.0678129041728,-729.07760678664999,-270.09342326156889,-103.17207546484806,-38.954474779732408,-14.545287071839853,-5.4019406914185719,-1.9314933478154035,-0.67351384304511885,-0.30319395119260911,-0.14979011247389468,-0.090670900521280642,0.0027408411029704069,-0.054467943581068115
56,501.12,1,754001.53361687844,258432.14582477888,97068.466246639,36758.245988736118,13595.546515875136,4996.3963800299271,1766.8080431502858,716.5538012720491,274.58127285700346,100.2126765044513,40.153841780465733,14.323227615967633,5.5546166496189118,2.0592640728932281,0.7308375296841747,0.21810036874827565,0.12058093509648964,0.038082391203276993,-0.0056499255926791758,0.0091504684614693767
57,501.13999999999999,-1,-717505.08043913904,-272704.89602424396,-101064.47421320304,-38745.636540242202,-13719.741510811629,-4816.9582380314032,-1915.5447034951687,-743.80810188494866,-263.82928769124987,-101.20471330135177,-37.232780926307115,-14.861092248931929,-5.493856481654916,-1.9945051848841857,-0.75409436443408284,-0.27579829576684062,-0.17281338712954986,-0.02313278970696828,0.088615866276485725,-0.026739787983143182
58,501.16000000000003,1,700876.02884287923,263693.27599400689,97759.496210507859,37978.657536727551,13163.946540472929,5053.7626209476848,1965.9203535684546,712.57764309737013,258.57147786473553,103.72061993360249,39.220520462725517,14.214066267221362,4.988660233215402,2.1101445094866302,0.64127054629098357,0.22301675239056357,0.1491085471076577,0.095021003797479575,-0.016706671128691578,-0.021034488072545814
59,501.18000000000001,-1,-651113.35501688381,-249619.13283470485,-97738.795873027935,-38823.948960310649,-13618.135294418189,-5148.9945347674275,-1992.0592707539247,-771.89587758942946,-266.95075826800723,-101.67679368306509,-40.15215204939129,-13.58233677360338,-5.4883714533052208,-1.963168746775646,-0.7176765306296331,-0.26164992986091989,-0.10604366768720494,-0.080080332139626953,0.010494176469918442,0.071654970458936929
60,501.19999999999999,1,673534.55261815258,253965.83609386263,98111.777703514817,35775.833834879406,13507.569922637978,5014.2019045960997,1900.9723258002082,754.86327633019175,277.12432413409891,101.74503373378897,37.546658914824988,14.041067689220807,5.4253336925842151,2.004681886812075,0.7754866632941636,0.37405632700437413,0.093764340532879228,-0.052379693530915858,-0.0079056586343725262,0.05721068008416931
61,501.22000000000003,-1,-705208.88425914361,-272381.47750398854,-100001.49415389998,-38454.413151271823,-14179.117183652303,-5367.763063618193,-1947.1470942136041,-745.78557030286765,-269.14574175962582,-99.909191613703285,-40.009000037900812,-14.358559911269499,-5.4757323316535835,-2.0016820494834566,-0.78082271421150473,-0.24469165330592382,-0.041746316669469895,-0.065882170230184972,-0.040513609103726214,-0.025662951587495975
62,501.24000000000001,1,693250.95027430006,270627.35649083188,98434.379523156487,36556.873868088951,13669.394456424878,5444.624811721229,1826.0825498924121,736.92871519601658,258.08217855379309,101.39267120672361,37.605589739334626,13.371793460031084,5.3999245358038621,1.9947866714607305,0.66862552042388412,0.24754220708633859,0.16301006878271437,0.098809709765973266,-0.026685752205271352,0.046185622691398948
63,501.25999999999999,-1,-707118.18883188965,-268031.77789558948,-101509.42325274626,-37191.094803402331,-14382.236431540789,-5181.109870002103,-1962.4460753083488,-707.80451158874621,-289.29986278308371,-103.10411767142718,-38.835754063786283,-13.490091898282124,-5.1803480655818746,-2.0756144998901545,-0.79563871326065838,-0.23242151146982812,-0.17817657026384909,-0.010041870193807199,0.013287036136934679,-0.070068840768527374
64,501.27999999999997,1,688390.51747522375,263151.20893809258,102570.34552664321,38730.911974472518,13460.403563061529,5126.9925188366115,1931.5954407724175,704.4632167969728,271.27216729229849,101.67762393317703,39.338886499217338,14.747625262068247,5.2991851033705526,1.9488434260694871,0.75751346350171112,0.29488649337209566,0.064833020384731793,0.0099291249356410951,-0.00024654109582174515,-0.054614963157536021
65,501.30000000000001,-1,-702477.67137199093,-261212.68556789774,-97766.690508909815,-37077.010236086629,-13526.984499928958,-5239.8011550673673,-2009.376285317104,-715.90703648741783,-275.61119947687513,-101.02384514915418,-38.495762461919895,-14.946286750631101,-5.4282862717327234,-1.9116218742450239,-0.72414471408360781,-0.32731425583679724,-0.057917799064485492,-0.075679587149465585,-0.064264748084934209,-0.014141851198098432
66,501.31999999999999,1,708389.5774601053,241685.86440193339,99463.102927580912,36972.909511248952,13777.512425732428,5242.1849444854597,1922.182529239785,701.17060084435741,270.51869798854602,101.88538182823521,38.130135150281852,14.315228600213111,5.6104179718240736,1.9948365489457598,0.71826213835154518,0.31899342835821309,0.064915960064551567,-0.034943935170949847,0.057314879530145926,0.054181883484433341
67,501.33999999999997,-1,-690116.75105837698,-263059.25598999544,-100786.41596033634,-37534.904598350964,-13635.601127968177,-4884.0815877377299,-1933.0062747819554,-749.50856201909676,-262.0224249859582,-103.66835775528726,-38.397515722201305,-14.59622401235487,-5.437944138941905,-2.0230712262453441,-0.68597705139868348,-0.29747500920733427,-0.15287479204804219,-0.05494136087495307,-0.018427380324719727,-0.0056861446361029903
68,501.36000000000001,1,687873.54700814618,260816.99382538931,102944.55136019054,36978.341528689707,13473.228806101351,5053.9022166064169,1990.02682416006,740.71794855123426,276.17784618856712,100.94335471234866,38.724572876864933,14.016031872145682,5.2343954702770263,2.0723897360315267,0.79817742875624065,0.22936044985418066,0.10299131938842583,0.03467424882450864,0.092878961604385329,0.086020158512726042
69,501.38,-1,-752355.56251485494,-257123.1404784664,-101469.34539923152,-38179.369297137477,-13386.375729737832,-5209.3685975212684,-1920.2851110555182,-738.09668889571662,-273.55790681679645,-105.33196476613197,-38.087364384687724,-14.122412631523433,-5.5428676450446996,-2.0035643765698925,-0.89504931119942732,-0.22973107225391562,-0.049213442735114479,-0.060174868872193012,-0.078704178822160895,-0.0083774992349902704
70,501.39999999999998,1,661270.86711849319,259008.70088500006,95394.625050166462,34990.02032843708,13846.940558691638,4787.987083306728,1850.0618934956522,714.32864236433306,264.86135257494072,102.93971604126837,38.363882291539078,14.579080199002318,5.5041111056420462,2.0475587680755329,0.73291006148623439,0.28521959648209405,0.15489867900195778,0.040436213511882667,-0.035754552020880868,0.028315453190101501
71,501.42000000000002,-1,-739630.43227133027,-264373.63072604034,-91960.3003797165,-37496.911346839464,-14603.413587765199,-5376.0655451105786,-2032.3115034235971,-703.79813378820268,-279.07551870700627,-99.562655669681362,-38.347784612370241,-13.712498890020765,-5.2251141679454305,-1.9554529580203295,-0.77988049707217322,-0.35486230766549293,-0.123921720973282,-0.06831365817641491,-0.063724186250009252,0.04369972249997689
